"","GC124724","GC124725","GC124726","GC124727","GC124728","GC124729","GC124730","GC124731","GC124732","GC124733","GC124734","GC124735","GC124736","GC124737","GC124738"
"BT_0302",135,238,222,354,383,204,9,18,30,0,0,17,7,5,0
"BT_0303",5159,7221.291,6628.307,11696.978,12436,9680,313,340,222,21,27,13,74,34,47
"BT_0304",2813.288,5117.78,5445.167,15499.292,17472.487,13071.077,19266.7,26312.094,17294.042,1364.163,1153.362,1611.247,2357.546,1360,1927.691
"BT_0305",3768.712,5692.266,5838.969,14080.97,16648.882,12325.322,8920.299,14422.952,9667.016,3369.242,2160.638,3198.753,4093.047,2155.461,2792.136
"BT_0306",676.849,1079.854,1049.467,2602.771,2869.345,2093.599,1162.126,1787.731,1445.915,679.341,548.998,758.352,1125.407,503.539,850.71
"BT_0307",79312.085,92023.907,97644.955,25778.355,27758,22479.868,4475.875,5119.302,3276.027,1650.254,1069.002,1726.648,1714,780,1027.463
"BT_0308",613,957.58,911,318.079,328,323.999,75,217.386,67,27,17,85,33,30,38
"BT_0309",1346,3152.599,3007.853,21685.082,21969.648,17135.216,1421.958,1112.14,1268.186,229.77,205.64,157,261,186,190
"BT_0310",570,670.822,693.147,5574.406,5869.352,4269.785,1372.042,946.86,986.814,353.23,374.36,243,73,44,53
"BT_0311",4662,7287.814,7346.696,169252.28,197903.977,144213.725,1292.607,1642.845,1099.733,502,385.997,479,504,268,349
"BT_0312",1707,2691.401,2597.317,26290.362,29353.598,22556.063,760.393,783.155,481.264,149,155.003,168,491,223,228
"BT_0313",184,334,327,4201.111,4528.889,3464.322,196,182,240.003,20,72,103,126,40,62
"BT_0314",1397,1762,1468,1443,1295,954,684,705,743,82,19,57,145,33,113
"BT_0315",11409,17362.593,18277.504,25564.482,31169.686,24358.307,11194,13941,9569,786,456,445,491,194,303
"BT_0316",5227,5436,4187.005,16637.928,14753,9669.693,2490,3702,2526,1860,1314,2138,4124,2038,3182
"BT_0317",2172,2839,2694,5321,4903,4057,7611.881,12630.457,8828,718,616,709,1652.991,709,982
"BT_0318",103,143,153,128,131,99,722.119,1360.941,727,92.378,125.822,62,545.009,191,176
"BT_0319",11,1,6,24,14,10,52,227.602,118,71.622,6.178,0,221,65,83
"BT_0320",1300.646,1962.41,1871.821,911.101,1023.737,697.183,363.018,285.276,290.592,300.637,89,193,1020,458,606
"BT_0321",1057.354,1277.813,1205.542,1033.901,1056.965,820.817,305.825,370.788,206.408,41.363,34,90.605,220,124,137
"BT_0322",10581.508,13977.825,14539.604,16369.195,19353.032,14474.107,4751.744,4547.696,3028,755,904,771.883,1729,929,1253
"BT_0323",2921,3846,3652.401,6472.49,6153.928,4427.167,5627.497,6740.924,5344.782,649.314,533,510.512,1719.387,943,1107
"BT_0324",274,408.996,436.53,994.082,825.603,592.014,2800.011,2568.942,2686.239,144.686,120,71,555.613,279,318.747
"BT_0325",500,571.004,618.243,1638.303,1623.061,1267.712,8779.677,11597.809,8025.127,503,536,469,2253,1193,1385.253
"BT_0326",763,1124,1129.227,5112.327,4614.692,3657,8617.228,7348.565,7072.852,301,321,294,3936,2116,2356
"BT_0327",1959.895,2125.563,2329.455,1767.586,1925.15,1577.59,329,277.853,222,142,51,50.139,407.296,139,187
"BT_0328",19440.105,22741.317,21834.89,40596.98,42049.395,31588.41,9607,5611.147,4841,956,926,552.861,3146.704,1421,2171
"BT_0329",2334,3156.074,3215.493,2524.724,2793.666,2190,438,417,352,120,94,257,487.804,217,303
"BT_0330",6542,8417.162,9201.511,8038.615,9511.805,6850,925,703,763,104,76,64,405.196,130,191
"BT_0331",10357,12958.663,13339.28,11876.195,13385.672,10447.004,1517.573,1521,1294,112,86,85,542,238,226
"BT_0332",165,440.39,416.072,967.166,772.328,633.989,94.427,62,145,0,0,0,1,2,4
"BT_0333",1485.74,2074.505,1861.181,4630.012,3910.603,3048.176,578.24,590.253,522.762,36,65,41,130,167,80
"BT_0334",1626.26,3213.493,2942.77,5912.517,4640.397,3440.831,11068.76,7857.747,8173.238,0,61,41,52,25,34
"BT_0335",1263,2242.648,2641.561,1905.695,2188,1707.921,1241,943,897.994,87,120,86,62,24,42
"BT_0336",966,1404.352,1381.439,2599.305,2789,2041.079,1775,993,1152.006,414,313,358,114,106,99
"BT_0337",354,388,426,483,522,488,93,134,57,0,0,0,0,14,8
"BT_0338",107,153,158,151,127,126,155,111,164,35,0,0,14,15,17
"BT_0339",54,65,57,121,156,98,75,52,35,0,25,0,2,3,5
"BT_0340",8,44,35,78,98,62,10,63,27,0,11,0,9,0,0
"BT_0341",28,23,21,75,64,44,0,6,14,2,0,36,7,0,0
"BT_0342",14,3,5,63,63,40,23,82,27,0,0,0,0,0,3
"BT_0343",12,24,17,90,64,110,150,111,48,4,36,30,26,42,44
"BT_0344",409.998,318.765,229.477,910.914,654.391,617.425,188.338,501,341.015,59,30,38,114,100.99,85
"BT_0345",314.002,492.235,466.523,1083.086,883.609,695.575,268.662,165,149.985,201,197,241,331,181.01,211
"BT_0346",12356.149,23338.121,26176.136,7738.664,9550.778,6398.676,152,93,59,50,50,23,117,35,96
"BT_0347",34651.963,41300.872,43004.506,23542.368,26593.222,19882.324,2101,2904,1586,210,181,462,408,221,322
"BT_0348",53,85.004,107,209,166,123,52,27,11,0,0,0,0,6,0
"BT_0349",37,66,68,10,8,6,194,121,78,31,61,54,3,3,0
"BT_0350",909,1037,1114,646,755,430,238,277,220,61,44,22,51,30,39
"BT_0351",2252,2649.057,2826,1404,1738,1391,92,114,64,53,4,34,56,22,77
"BT_0352",407.125,417.661,393.258,210.56,225,208,69,53,35,4,6,24,24,7,5
"BT_0353",474.875,696.182,710.116,361.11,457,279.003,9,21,33,0,0,0,13,6,0
"BT_0354",517,682.115,825.878,267.329,363,306.995,66,11,3,8,0,0,3,8,0
"BT_0355",3015.831,4336.658,4646.428,1949.301,2341,1599.002,365,404,268,91,49,86,38,19,13
"BT_0356",3859,4221.327,4010.577,2422.699,2110,1680,874,1241,692,27,1,14,54,22,50
"BT_0357",155,242.996,66.023,37.099,0,41,155.856,432,223.437,0,43,50,0,0,1
"BT_0358",16193.652,21143.486,21081.072,11941.471,13295.195,9768.784,2750.091,2377.939,2050,499.349,379,320,278,136,187
"BT_0359",3890.347,3633.603,3612.44,2543.863,2601.835,2342.528,0,0,0,0,0,4,0,82.588,0
"BT_0360",14,9,9,23,6,19,30,13,0,0,0,0,0,8,3.901
"BT_0361",0,8,9,18,17,4,0,26,0,0,0,0,2,0,15
"BT_0362",13,14,6,11,26,10,103,39,13,0,8,6,1,0,0
"BT_0363",0,6,4,24,16,5,9,0,0,0,0,0,0,0,0
"BT_0364",20,24,41,124,63,78,106,90,40,0,12,4,0,7,9
"BT_0365",34,66,77,155,196,134,7,40,0,0,0,0,0,0,15
"BT_0366",663,795,883,587,538,480,412,680,529,44,8,0,27,25,24
"BT_0367",2,7,25,19,20,19,24,0,0,0,0,0,2,0,0
"BT_0368",1056,1649,1775,611,726,563,308,425.946,274,25,34,0,8.14,17,23
"BT_0369",201,257,248,78,56,47,88,45.054,26,0,0,33,15.86,9,23
"BT_0370",11590.91,13316.923,13823.301,2076.359,2328.995,1959.543,113.73,110,119,95.37,67,85,523,185,278
"BT_0371",11879.009,13519.077,14007.118,2345.728,2676.252,2273.908,303.27,362.072,311,79.63,42,50,244,93,81
"BT_0372",21173.081,22346.364,21743.885,31082.971,29944.68,23738.822,5376,6448.928,5019,42,55,115,313,155,169
"BT_0373",9136,13420.999,14751.153,10367.973,11314.782,8997,3546,5493,3637,597,243,470,718,446,547
"BT_0374",5113,5303,5613,11671,11627,9880,1389,2350,1871,106,57,133,218,114,110
"BT_0375",424,477,498,726,683,541,138,294,167,40,13,0,67,24,36
"BT_0376",2042,4133.99,4025.689,4438.113,4414.428,3407.449,1620.36,1347.186,1064.416,61,32,58,44,32,29
"BT_0377",330.629,466.975,523.581,1382.86,1299.592,1136.188,940.454,1147.955,784.944,9,15,17,20,0,19
"BT_0378",1576.082,1885.51,1768.469,2140.349,2245.411,1860.844,405.303,569.175,472.621,26,34,57,132,55,38
"BT_0379",873.728,1148.594,1296.196,1137.597,1150.381,897.088,99.867,200.588,56.011,0,0,10,34,4,26
"BT_0380",375.723,526.207,526.038,639.86,670.418,456.551,95,122.237,41,0,10,7,16,17,21
"BT_0381",488,764.011,898.007,560.217,679,511,179.761,230.652,114.304,34,0,18,35.999,0,17
"BT_0382",384.054,578.173,650.785,452.707,333,359,109.398,129.147,121.696,37,10,0,11.001,18,32
"BT_0383",592.946,826.827,803.208,368.627,452,349,76.841,108.521,75,0,20,11,43,24,19
"BT_0384",210,183.288,148.001,324.4,234.391,195.352,79.464,270.647,137.603,4,10,21,4,2,21
"BT_0385",334.227,338.712,289.999,567.921,556.609,417.325,149.539,224.74,73.397,19,0,18,12,17,17
"BT_0386",1141.773,989.041,856.102,1188.238,1238.919,890.135,153.998,308.935,91,0,40,88,20,12,15
"BT_0387",174,199.573,160.324,229.143,131.081,119.75,16,65.678,47,0,0,0,0,12,0
"BT_0388",158,451.875,409.206,621.513,572,401.438,91,18,95,0,8,0,18,0,22
"BT_0389",75,45.511,59.368,101.784,46.842,70.993,189.852,103.124,56.223,0,6,19,21,14,12
"BT_0390",212,201,148,291,171.158,213.007,119.138,227.876,172.777,11,0,0,8,6,0
"BT_0391",332,345,304,385,405,329,166.009,285,191.71,15,13,18,22,0,8
"BT_0392",415,554.307,499.807,356.379,466.151,360,193.525,353.759,117.444,9,4,0,9,13,0
"BT_0393",162,206.412,178.511,201.873,246.17,189.315,38.475,98.192,114.846,0,11,13,13,0,6
"BT_0394",779,825.192,782.573,835.655,1052.68,618.685,405,232.049,198,38,29,37,9,4,15
"BT_0395",27,8.088,3.114,9.093,11,14.971,0,11,0,0,0,0,0,5,0
"BT_0396",142,164,160.927,185.508,140,143.157,263.417,260.124,195.728,0,0,17,22,11,7
"BT_0397",713,955.058,937.073,364.492,388,216.871,33.583,51.737,13.685,20,0,0,19,5,17
"BT_0398",210,367,399,235,286,182,56,158.139,119.588,0,0,0,1,0,38
"BT_0399",202,263,195.997,169,137,144,72,44,83,19,0,0,10,7,7
"BT_0400",329.404,432.14,397.003,133.33,140.604,138,57,140,44,43,2,30,15,12,11
"BT_0401",3,6,9,0,3,0,0,0,0,0,0,0,0,0,0
"BT_0402",71,47,39,36,25,10,12,0,0,0,0,0,0,0,0
"BT_0403",1,6,5,6,27,19,34,15,34,22,8,0,35,14,3
"BT_0404",25,21,15,38,19,54,79,47,33,20,0,17,127,61,63
"BT_0405",0,0,2,9,1,0,12,30,24,0,6,0,0,0,12
"BT_0406",222,158.085,204.092,671.945,692.361,511.519,49,106.232,41.001,0,3,52.216,126,55,80.754
"BT_0407",44159.935,37407.867,30950.833,466041.309,461204.531,329776.167,95345.389,47085.809,38599.003,20547.909,14679.95,15268.387,30588.789,20015.362,25179.966
"BT_0408",2719.065,6787.408,5893.762,63992.97,50888.295,42315.218,3432.611,1575.959,2872.996,907.091,924.05,827.397,7490.211,6625.638,6759.28
"BT_0409",12860,20921.314,21578.464,45163.319,53631.792,39038.657,19737.686,24639.459,18817.662,4398,3375.664,4348.714,3283,1690,1955
"BT_0410",12683,24670.454,24093.73,18171.96,20609.389,16246.534,3260.314,2697.373,2510.342,553,459.336,545.286,3411,1778,2125
"BT_0411",7656,10524.36,10074.782,16210.15,17466,12066.332,8072.917,6807.85,6116.996,154,187,169,235,76,124
"BT_0412",9986.637,12751.929,13348.736,10170.124,11937.638,8559.417,1068.424,1361.823,982.718,205,107,144,349.07,138.001,173
"BT_0413",10066.423,12188.57,13085.73,11380.306,13201.378,9767.451,763.659,691.284,672.282,103,125,171,70.93,50.999,45
"BT_0414",6407.744,9965.345,10592.138,8214.479,8920.984,6014.765,626,613,572,86,31,14,121,35,85
"BT_0415",10164.627,13964.449,15200.981,11079.316,11331.709,9055.209,372,523,347,89,34,54,167,83,86
"BT_0416",5295.373,6517.512,6643.111,6117.735,6723.537,5478.155,237,275,169.349,99,33,81,102,56,63
"BT_0417",2310,3785.249,3851.133,2515.595,2930.797,2140.003,84,163,112.651,41,58,98,272,122,120
"BT_0418",91383.167,114119.43,121747.746,18723.82,21296.036,18070.359,2942,5477,3018,1995,1360,2204,3333.965,1823,2348
"BT_0419",12629.583,17235.315,20830.069,6583.19,8002.476,6270.095,2833.94,3224.614,2472.134,401,207,236,259,106,225
"BT_0420",3749.71,7920.119,7784.869,7574.19,8608.783,6239.996,3112.065,4365.307,3929.902,276.756,381,307,324,147.812,215
"BT_0421",17658.387,27253.858,29346.73,21714.978,22534.184,17277.204,4256.201,6250.246,4599.319,608.244,402,281,937,450.188,594
"BT_0422",42489.574,58578.175,62115.727,31924.355,36647.786,28054.123,3722.645,5549.398,3513.768,980.077,569,682.538,1903.367,895,1025
"BT_0423",11570.661,14271.098,13997.95,7510.007,7838.76,6771.637,3222.149,2908.435,2241.877,476.923,449.999,592.462,2416.633,1267,1381
"BT_0424",31602.537,31064.562,28024.699,14506.857,12783.595,9014.637,790.887,830.787,706.693,304.862,127,127,1293.636,918.297,1102.213
"BT_0425",11644.371,16617.96,14707.301,4624.832,4099.405,3439.562,389.113,652.213,331.307,168.138,73.001,130,1069.364,518.703,552.787
"BT_0426",2502,7489,7320,25251.585,18199,15096,2527,2151,2278,76,36,44,156,169,137
"BT_0427",991,1158,1051,217,261,188,0,24,0,5,7,23,43,34,44
"BT_0428",17982,27325.611,28360.192,11181.977,13865.906,10687,96,137.948,204,36,22,10,303,101,143
"BT_0429",1707.989,1988.72,2047.498,567.65,676.417,439.377,19,80.052,35.775,19.427,0,0,117,75,82
"BT_0430",14628.874,19697.204,20787.091,8682.466,8569.677,7395.419,1645,1588,1161.225,28.573,47,60,117,72,127
"BT_0431",1418.761,1503.068,1547.874,968.844,1115,781.204,234,225,200,0,0,6,20,10,11
"BT_0432",238,250,253,314,327,180,286,110,162,11,0,0,5,12,3
"BT_0433",5147,7088,6956,8786.34,8259,6114.011,2136,2382,1560,212,150,238,289,168,274
"BT_0434",520,777,848.47,151,132,160,777,1492.618,933,54,81,80,101,55,70
"BT_0435",259,350.242,334.53,145,110,131,245,284.988,174,13,13,56,68,29,37
"BT_0436",378.608,397.288,384.595,175,300.413,214.992,64,172.393,137,125,29,12,40,3,11
"BT_0437",52,72,69,27,17,13,60,32,55,0,5,0,5,0,6
"BT_0438",77,81,100,41,47,25,105,59,55,0,7,0,5,6,7
"BT_0439",217,257,211,295,256.49,238,176,184,193,8,60,0,8,10,20
"BT_0440",54,70,64.388,22,41.963,14,27,86,42,15,2,0,2,3,0
"BT_0441",45,65.888,60.612,176.984,178.898,168,32,44.195,59.743,19,0,0,1,0,9
"BT_0442",109,78.112,107,176.016,231.649,115,48,36.805,54.257,10,12,7,25,2,23
"BT_0443",0,3,0,7.5,5,5,0,8.028,0,0,0,0,0,0,0
"BT_0444",146,117,113,185.68,172,167.068,47.4,122.423,87,13,0,12,7,1,9
"BT_0445",508,603,590,856.819,805,642.932,306.6,217.549,106,83,133,69,63,35,25
"BT_0446",48,38,50,136.177,166,75,23,45,11,0,9,0,2,0,6
"BT_0447",99,120.995,175,176.823,254,146,17,13,50,9,17,13,9,0,0
"BT_0448",61,95.005,56,84,101,37,23,16,67,0,3,0,6,0,8
"BT_0449",108,164,169,92,153,58,19,54,43,11,10,0,20,20,12
"BT_0450",106,197,203,73,102,99,140,80.508,149,0,4,38,22,18,20
"BT_0451",75,152.019,246.999,144,127,128,194,284.248,288.414,0,10,0,26,10,16
"BT_0452",253,304.981,297.001,570,594,542,500,835.244,501.586,150,138,132,144,94,142
"BT_0453",165,278,325,75,126,74,117,136,62,18,8,12,7,7,0
"BT_0454",42.392,58.47,48.405,13,14.587,20.008,0,0,0,0,0,11,2,0,0
"BT_0455",33604.8,36167.234,36670.777,15436.578,18832.183,13729.913,3390.904,2002.999,1898,152,183,226,291,161,276
"BT_0456",6259.751,7323.353,8008.862,1116.475,1175.477,895.087,232.096,187.001,134.028,50,30,16,40,22,28
"BT_0457",3078.449,4335.415,4680.704,645,721.342,482.114,85.16,130,76.06,62,31,29,21,14,46
"BT_0458",20948.755,23559.747,25108.928,12534,12233,9757.886,4923.84,5491,3948,657,351,646,326,153,196
"BT_0459",1584.19,2090.394,2326.704,548.009,542,412,92,129,190,54,31,35,153,136,118
"BT_0460",1013,1246,1133.591,296,390,289,155,92,56,7,5,0,11,3,14
"BT_0461",1073,1561.12,1642.738,272,243,226,80,309,103,93,48,6,8,46,13
"BT_0462",5925.652,6307.141,6443.904,4076.567,2932,2672,170,276,186,52,2,0,37,22,12
"BT_0463",875.348,970.088,1228.007,764.455,845,674,103,100,141,56,26,14,41,17,19
"BT_0464",101,155.966,157.491,168.812,174,127.166,47.825,158.128,84.854,0,0,20.776,23,6,17
"BT_0465",62,106.034,87.598,130.188,90,82.834,239.427,284.425,320.519,7,28,5.224,4,13,18
"BT_0466",99,49,48,85,114,44,66.748,107.447,48.627,9,0,14,16,2,5
"BT_0467",50.998,63,38,67,36,31,92,223.676,76,0,5,5,6,11,0
"BT_0468",24.002,37.219,34,73,51,35,45,33.324,61,0,0,10,0,2,0
"BT_0469",11,16.077,16,35,18,30,53,77,16,0,12,0,8,6,0
"BT_0470",31,27.704,17,79,61,51,243,176,226,17,3,6,16,0,19
"BT_0471",31,20,14,63.309,62,69,159.079,212.077,239.426,46,19,22,20,18,23
"BT_0472",4,17,21,80.691,72,52,116.921,196.923,184.574,0,12,0,23,26,7
"BT_0473",13,23,24,86,57.263,56,135,167,201,19,2,33,12,11,11
"BT_0474",15,35,27,115,116.737,62,169,116,68,7,18,15,0,16,3
"BT_0475",18,16,17,68,55,64,243,230,219,22,11,15,1,5,0
"BT_0476",82,128.977,118.669,414.666,523.999,351.525,598.308,652.586,608.488,66,33,45,18,11,11
"BT_0477",8,6.023,10.331,27.436,40.298,22.152,19.692,47.596,60.876,0,8,0,0,10,2
"BT_0478",33,36,38,348.898,280.703,151.323,224,180.818,148.636,34,10,11,8,1,15
"BT_0479",18,41,14,44,24,17,22,122,75,0,0,15,7,8,7
"BT_0480",28,17,16,28,37,17,43,86,27,12,0,0,16,8,0
"BT_0481",23,21,9,33,66,32,86.59,184.807,77.996,0,6,0,2,6,2
"BT_0482",143,196,134,274,300,248,121.41,130.193,149.004,19,18,9,64,14,13
"BT_0483",3414,4502.054,4169.39,5994,5979,4732,183,159,148,0,15,0,69,19,41
"BT_0484",842,1261,1237.61,1590,2260,1781,387,238,256,72,10,25,82,8,28
"BT_0485",2270.863,2451.543,2782.705,1116.853,1228.338,914.17,619.284,1022.355,633.385,117,72.73,165,127,107,3.385
"BT_0486",5578,7847.834,8366.837,10963.825,13550.925,10734,394,435,377,235,87,152,382,160,153
"BT_0487",1734,2164.166,1770,2754.175,2767.075,2021,649,833,464,13,0,12,62,50,30
"BT_0488",4500,6940.851,7478.726,10895.019,12135.939,9136.887,1832,2316,1437,117,56,165,131,63,92
"BT_0489",4765,7141.44,8242.909,3860.089,4527.061,3919.194,86,61,50,45,72,88,88,16,70
"BT_0490",336,782,612,1817,1556,1338,130,114,106,92,54,60,124,57,81
"BT_0491",8,21,17,18,22.577,17,12,4,13,11,8,0,0,0,5
"BT_0492",57,68,30,81.013,57.423,39,0,17,0,0,0,0,1,7,3
"BT_0493",858,938,1032,4542.987,4932,3502,37,0,13,0,7,0,12,0,0
"BT_0494",319,498,463,198,300,218,57,1,14,1,0,0,11,1,7
"BT_0495",247,325,373,192.76,273,238,14,18,0,1,5,0,0,0,0
"BT_0496",194,265,231,113.24,244,144,13,4,10,12,0,0,0,0,2
"BT_0497",573,631.567,550,1061,1191,700,10,22,0,8,0,0,0,8,0
"BT_0498",1335,1601.433,1373.993,527,585,511,49,118,124,9,19,19,51,17,36
"BT_0499",1203,1586,1483,8575.042,8787,8293,241,165,85,20,24,0,4,10,0
"BT_0500",10332.366,12985.351,13361.903,2233.416,2449.456,2032.235,11,47,23,50,19,0,9,5,4
"BT_0501",19044.634,11910.754,11152.097,3116.306,3043.296,2596.427,28,6,0,0,20,0,0,9,1
"BT_0502",7275,10503.364,10935,2583.447,2646.248,2029.338,2493,3478,1564.003,705,572,765,58,55,42
"BT_0503",1654,1423.819,1140.006,3466.84,2997.581,2661.7,62,84,69,22,10,0,58,12,32
"BT_0504",4936,6793.181,6562.243,17108.16,18402.419,14046.3,2074,2520,1612,147,110,76,263,94,123
"BT_0505",198,192,188,244,194,191,85,213,105,0,0,0,13,5,18
"BT_0506",13461,19179.986,19377.822,2854,3030,2365,434,586,496,154.04,94,149,210,111,107
"BT_0507",626,653.074,707.301,184,137,112,22,63,81,2.96,23,15,79,35,20
"BT_0508",95,158,192,58,52,48,66,24,12.189,18,7,21,4,3,7
"BT_0509",251,450.009,369,1328,1315,989,523,229,298.811,105,104,38,37,12,44
"BT_0510",1579,1741.102,1680.196,857,968.862,723,631,758.062,550.571,114,80,60,980,368,335
"BT_0511",2126,2119.898,1674.804,7908.408,6390.138,5059,1346,1568.938,1320.429,62,57,84,589,291,447
"BT_0512",425,393.687,356,188.006,144,120.965,65.425,113.997,61,68,28,31,27,22,10
"BT_0513",134,97.313,68.264,125.175,105.64,135.802,103.021,309.313,55.882,13,15,0,47,68.97,41
"BT_0514",527,665,581.736,1345.819,1161.36,961.234,943.554,2202.69,1198.118,129,103,77,182,140.03,145
"BT_0515",1955,2535,2299.171,2869,3942,3093,11,21,0,0,11,0,28,0,0
"BT_0516",2133,2406.023,2735.819,3531.581,3967,3141,85,142,125,12,16,0,75,43,50
"BT_0517",243,238.977,258.01,168.419,142,152,13,66,62,0,1,0,25,15,27
"BT_0518",4800,5654,5648.054,1732,1637,1347,144,113,75,13,10,33,236,99,125
"BT_0519",3670,4107.798,4375.479,2829.275,3144,2462.963,2177.274,2765.969,2065,511,194,329,203,94,132
"BT_0520",3543,4919.522,5563.96,1776.725,1893,1560.037,1136.726,1131.031,900,44,46,39,45,25,32
"BT_0521",259,472.63,466.813,250.661,225.383,134,44.005,160.335,80,58,23,63,64,23,37
"BT_0522",410.602,337.755,318.823,270.339,303.617,225,146.233,226.294,202.004,27,35,14,111,47,66
"BT_0523",1751.274,1835.596,1631.849,1556.273,1527.749,1360.5,1186.838,2193.061,1479.703,123.001,55,65.155,197,146,115
"BT_0524",2586.125,2206.228,1696.515,4724.727,3329.251,2950.501,2596.924,3461.31,2591.293,58.999,110,125.845,136,72,87
"BT_0525",21725.3,23925.296,21608.214,46048.962,35666,33593.184,929,1052,980,49,85,39,321,161,174
"BT_0526",1330,2020,1916,659,534,439,406,508,322,7,6,0,32,18,43
"BT_0527",292,384,438,476.155,635,520,0,29,0,0,2,0,60,20,8
"BT_0528",205.902,212.263,255,92.423,123,142,4,27,16,10,0,36,14,4,15.938
"BT_0529",317.098,332.754,342.3,199.834,168,92,0,0,13,0,0,0,23,2,12.062
"BT_0530",462,647.983,734.7,406.742,377,245,17,18,22,28,9,0,34,13,23
"BT_0531",378,573.74,711,735,859,635,53,56,64,0,10,46,4,12,4
"BT_0532",903,1081.26,1229.039,705.443,669,579,14,39,9,0,0,0,24,0,14
"BT_0533",2603,3131,3420.961,4265.557,4735,3909,124,179,203,16,24,16,63,11,58
"BT_0534",0,0,2,0,1,9,0,0,0,0,0,0,9,0,0
"BT_0535",11492,18081.269,19337.065,46367.489,50562,38592.165,1845,2340,1677,310,200,209,338,174,214
"BT_0536",207.93,298,351,230,229,201,20,7,41,0,4,15,10,16,4
"BT_0537",1524.07,1511,1575,4036,2662,2394,422,552,563,10,24,0,28,6,12
"BT_0538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT_0539",11199,14573.203,15236.978,18256.708,22338,18320,653,648,443,290,201,289,243,98,159
"BT_0540",316,363,328,3429.02,3947.244,3262.662,76,15,50,55,32,35,178,75,121
"BT_0541",347,589,525,5237.29,6490.756,5446.338,111,167,155,30,9,42,112,56,31
"BT_0542",2679,3457,3727,3099,4128,3118,321,394,210,90,46,149,127,125,122
"BT_0543",214,236,240,108,130,92,16,38,6,19,18,18,45,37,66
"BT_0544",270,283,290,215,291,211,42,37,16,0,30,0,45,46,17
"BT_0545",51,59,74,71,63,53,0,13,0,15,0,0,28,9,0
"BT_0546",86,225,264,256.849,235,179,4,16,34,0,40,46,82,31,37
"BT_0547",524,831,803,1394.168,1697,1302,156,141,280,96,25,14,128,73,63
"BT_0548",381,552,527,1303,1285,988,228,311,153,43,16,16,68,13,48
"BT_0549",582,1366,1263,23140.948,17475,13946,229,40,128,68,101,11,316,231,168
"BT_0550",2979,2922.335,2815,9730,8567,6978,1465,1110,945,81,99,88,488,243,378
"BT_0551",64,151,122,187,245,111,48,42,0,10,8,8,24,6,20
"BT_0552",156,187,178,83,169,114,13,14,0,0,6,18,14,4,11
"BT_0553",816,1146.036,1203,1044,1010,741,76,165,69,27,44,9,77,26,67
"BT_0554",9483.087,12699.909,13257.631,8373.602,9080.967,7282.466,1948,1583.958,1619,579,324,400,352,237,374
"BT_0555",7978.508,11882.164,12849.538,14396.147,17532.259,12718.536,2726,1865.072,1903,433,126,203,142,87,95
"BT_0556",2024.566,2836.031,3145.635,3946.215,4870.329,3603.318,60,18.97,68.113,26.346,7,19,35,39,26
"BT_0557",12798.839,18087.958,19475.052,24155.129,28237.464,20142.681,3516,3122,2528.887,1203.654,725,759,558,202,320
"BT_0558",6770,9789.206,10293,4213.001,4353,3605.132,2076,3065,2251,253,147,169,232,84,191
"BT_0559",270,272,263,379,321,256,64,177,142,1,13,0,26,10,5
"BT_0560",534,1232,1350.621,1944.999,2222,1684.997,564,711.628,381,101,159,113,101,64,68
"BT_0561",241,513,488.379,665.277,741,482.267,353,246.372,295,86,37,96,92,11,29
"BT_0562",800,1477,1520.63,2953.137,3289,2422.351,1542,503.999,798,91,156,117,77.332,69,91
"BT_0563",813,732.716,886.37,775.482,1055,844.385,144,73.001,127,26,57,32,23.668,3,0
"BT_0564",128,181.284,213,185.106,202,200,4,80,65,24,18,9,17,5,8
"BT_0565",89,130,88,17841.53,13676,10935,368031.986,234056,245294.015,31621,35616,22638,161494,122674,109119
"BT_0566",104,115.395,119,61,59,50,57.404,265,70.899,17,15.937,29,262.564,60,40
"BT_0567",321,276.925,333.656,111.48,151.418,104.27,132.285,270.832,310.101,41,5.063,0,268.304,79,88.002
"BT_0568",248,211.681,176.344,505.52,387.582,281.73,230.311,301.168,137,15,10,9,278.132,111,201.998
"BT_0569",1749,2194,2193,274,190,233,123,134,227,58,25,14,51,27,37
"BT_0570",2593,3355.397,3258,10624.954,10925,8360,3087,3446,2972,398,371,444,780,536,558
"BT_0571",10329,13337.428,13832.015,7738.209,7555,6149,1152,1070,858,165,93,107,361,127,152
"BT_0572",25713.431,30853.656,33089.011,11662.791,11725,8634.677,1165,995,1000,845,665,794,343,327,378
"BT_0573",15120.695,20369.819,19625.905,14028.669,13522.69,11079.976,8442.097,8281.046,6858.773,170,126,270.83,381,243.964,283.211
"BT_0574",15903.305,24836.76,21834.926,14825.264,12924.862,10311.326,525.903,428.506,287.156,158,165,275.17,552,284.036,445.789
