"","GC124688","GC124689","GC124690","GC124691","GC124692","GC124693","GC124694","GC124695","GC124696"
"BT_2838",4101.285,4686.781,4471.899,179,79,72,276,185.37,168
"BT_2839",2196.715,2190.219,2155.101,66,26,56,92,141.63,36
"BT_2840",21518.324,20051.127,21398.335,518.57,142,203,403.715,667.817,441.067
"BT_2841",58856.861,71330.749,63479.545,1670.017,702,882,786.285,1345.183,912.363
"BT_2842",6553.469,7238.876,7348.344,205.413,119,39,110,115,97.569
"BT_2843",1131,1126,1322,354,93,67,77,135,90
"BT_2844",18868.373,24585.676,26756.005,2332,1284,1141,1106,1761,1089
"BT_2845",1284.781,746.655,1407.735,135,127,86,103,134,74
"BT_2846",8924.289,8386.345,8083.265,256,119,82,192,247,417
"BT_2847",173,100,142,61,4,0,78,45,0
"BT_2848",45,51,46,30,9,32,37,35,0
"BT_2849",30,27,25,12,0,0,0,31,0
"BT_2850",1120,883,1455,100,111,62,84,248,42
"BT_2851",147,129,133,42,0,17,23,4,30
"BT_2852",464.974,525,429,119,67,66,28,85,41
"BT_2853",28.583,10,22,3,0,37,11.925,14,0
"BT_2854",907.443,1090,862,432,148,203,92.075,306,175
"BT_2855",314,292,325,176,24,39,92,105,59
"BT_2856",8,4,7,9,0,27,0,1,0
"BT_2857",17,30,26,9,5,0,4,0,22
"BT_2858",175,207,153,49,0,0,8,47,19
"BT_2859",54,68,60,36,0,27,10,19,7
"BT_2860",1078.009,1290,1158,271,122,97,78,166,56
"BT_2861",130,115,159,45,14,19,36,22,16
"BT_2862",144,174.662,176,105,57,12,189,159,20
"BT_2863",29,18.338,32,5,0,0,20,37,0
"BT_2864",18,11,18,0,10,0,10,9,0
"BT_2865",47.825,37,35,11,0,20,5,4,16
"BT_2866",184.15,201,172.801,30.989,14,15,10,0,28
"BT_2867",15.025,19,18.199,69.011,19,12,59,140,0
"BT_2868",11,13,17.222,7,0,0,27,8,0
"BT_2869",4,12,18.778,10,17,0,4,0,20
"BT_2870",19.41,14,27,33,0,0,29,0,46
"BT_2871",51.316,74.328,58.54,38,0,8,5,74,0
"BT_2872",102.667,113.672,111.46,7,0,0,6,0,0
"BT_2873",34.607,30,39,14,21,0,10,15,4
"BT_2874",16,22,28,19,9,0,40,0,0
"BT_2875",19,3,7,15,0,0,17,0,0
"BT_2876",96.842,60,49,13,0,0,10,15,14
"BT_2877",9.158,13,16,14,0,0,5,21,0
"BT_2878",25.269,16,20,23.995,8,0,22,12,0
"BT_2879",47.137,42.437,37,27.005,2,22,10,26,0
"BT_2880",29.594,25.563,47,4,4,0,0,4,0
"BT_2881",61,71,63,22,18,8,21,27,16
"BT_2882",17,24,24,10,21,0,5,12,20
"BT_2883",31,19.814,15.112,61,0,0,0,32,10
"BT_2884",15,9.186,16.888,19,0,17,8,0,11
"BT_2885",13,43,29.978,47,7,15,28,0,0
"BT_2886",24,39,25.022,7,3,0,22,14,0
"BT_2887",18,21,49,4,5,0,0,15,0
"BT_2888",18,15,19,26,5,0,49,0,12
"BT_2889",1,0,0,11,0,0,0,25,0
"BT_2890",152,119,135,125,30,10,43,79,36
"BT_2891",0,0,0,0,0,0,0,0,0
"BT_2892",2595.018,3467,2601,315,49,84,277.004,142,150
"BT_2893",157,168,198,115,46,43,162.996,131,30
"BT_2894",157,167,158,124,17,24,39,28,64
"BT_2895",74,90,69,48,30,0,72,72,60
"BT_2896",90,80,77,10,38,12,14,42,0
"BT_2897",360,327,425,182,5,74,108,151,86
"BT_2898",294,363.854,287.885,122,65,0,24,17,14
"BT_2899",424,482.226,582.115,223,94,116,91,115,105
"BT_2900",6,12,8,3,11,0,0,42,0
"BT_2901",75.493,69,80,17.994,0,13,11,16,17
"BT_2902",73.507,85,102.996,37.006,22,0,31,44.988,26
"BT_2903",165,188,171.004,131,20,22,53,41.012,53
"BT_2904",83,57,61.473,52,57,11,24,27,37
"BT_2905",148.551,127,148.977,107,9,46,16.095,47,68
"BT_2906",65.449,68,95.602,20,22,0,37,25,0
"BT_2907",170,133.002,129.949,197,26,60,33,89,19
"BT_2908",149,162,162.373,188,129,55,118,102,118
"BT_2909",112.312,100.038,73.762,272,46,109,124.003,194,161
"BT_2910",249.688,307,316.864,364,183,167,244.997,196,52
"BT_2911",4070,4154,2701.034,716,134,190,199,138,118
"BT_2912",879.71,990,1087.552,276,36,61,178,199,51
"BT_2913",325.986,375.737,447.448,73,0,73,79,41,73
"BT_2914",198.304,181.263,209.452,195.957,0,30,78,97,33
"BT_2915",72,81,67.548,8.043,44,16,14,0,0
"BT_2916",66,64,77,44,19,24,58,31,19
"BT_2917",29.28,28,44.673,21,58,0,64,40,36
"BT_2918",163.72,143,138.327,216,114,24,50,63,50
"BT_2919",47.351,40,33,13,9,0,42,0,0
"BT_2920",107.641,131,85,115,18,39,53,34,1
"BT_2921",236.023,187.699,151.18,294,109,77,202,332,143
"BT_2922",953.985,1149.301,999.82,756,298,101,98,81,21
"BT_2923",4526.188,5144.142,5299.409,2623,722,587,1890.013,1518,1524
"BT_2924",66935.284,54618.291,57840.753,47474,14447,11302,22773.967,24932,20342
"BT_2925",644,460,382,1866,494,737,15170,2991,2036
"BT_2926",1190.148,1290.781,1095.975,2640.959,694.679,715.117,4092.847,2111.825,1471
"BT_2927",3484.978,4669.219,4032.025,9800.041,2398.321,2388.883,5816.153,7265.175,5784
"BT_2928",269,255,197,158,74,45,373,112,192
"BT_2929",347,466,363,129,62,54,84,106,209
"BT_2930",220,172,217,58,5,12,202,105,63
"BT_2931",3,0,0,0,0,0,0,0,0
"BT_2932",2224.491,2343.388,2904.218,1189,266,261,454,505,377
"BT_2933",16721.874,18580.169,17998.888,1037,579,596,753,1588,1160
"BT_2934",4096.003,3893,3370.486,281,59,83,204,162,144
"BT_2935",1730.745,1587,1870.296,52,10,44,0,51,37
"BT_2936",1726.061,1841.96,2072.254,7,16,0,2,8,5
"BT_2937",5746.247,5945.381,4861.617,572,222,152,50,401,400
"BT_2938",845.015,929,996.346,21,10,3,3,69,29
"BT_2939",52,36,50,17,0,0,16,3,10
"BT_2940",16,31,24,4,10,0,10,0,0
"BT_2941",606.003,567,462,186,125,6,113,185,98
"BT_2942",179,94,109,46,0,4,24,38,9
"BT_2943",1051,934,775,419,95,216,274,219,217
"BT_2944",1589.107,1822.119,1927.275,174,44.088,93,67,179,81
"BT_2945",9734.527,10907.881,9842.328,770,367.912,255,184,560,363
"BT_2946",18697.484,17313.891,16787.707,3748,1008,1042,1314,1885,1342
"BT_2947",1255.853,1149.118,1352.613,54,25,1,29,42,9
"BT_2948",147.831,182.52,197,37,20,22,57,41,39
"BT_2949",142.169,93.48,131,59,0,42,71,27,20
"BT_2950",71.672,83,103,4,0,25,41,0,5
"BT_2951",164.919,172.661,243.617,41,39,38,31,44,0
"BT_2952",423.409,665.339,749.82,108,17,68,29,55,94
"BT_2953",566,510.001,571.562,81.05,28,0,11,35,0
"BT_2954",1,0,0,0.95,0,0,0,6,0
"BT_2955",48,30,24,46,0,0,13,0,0
"BT_2956",2,9,8,0,0,0,10,0,0
"BT_2957",212,274,210,99,6,36,36,47,32
"BT_2958",2230.132,1945.497,1679.349,434,101,193,213,377,258
"BT_2959",8532.868,10574.465,8638.651,599,261,248,116,260,185
"BT_2960",0,0,0,0,0,0,0,0,12
"BT_2961",541,476,524,252,73,102,106,109,213
"BT_2962",0,0,1,4,0,0,0,0,0
"BT_2963",1070.018,1190.677,1071.004,138,59,76,137,73,55
"BT_2964",494.982,534.323,429.996,165,9,35,33,45,0
"BT_2965",95.449,76.988,72,31,41,0,56,18,7
"BT_2966",122.551,215.012,171,129,19,8,35,48,29
"BT_2967",352.862,326,323,189,25,21,30,75,40
"BT_2968",110.137,61,66,112,0,13,43,53,51
"BT_2969",142,142,123,100,11,0,30,45,15
"BT_2970",86,82,75,36,10,7,55,32,22
"BT_2971",2072.059,2636,2678.031,1060,188,140,474,390,253
"BT_2972",368,409,467,60,10,16,73,77,18
"BT_2973",20,32,35,14,0,0,26,0,0
"BT_2974",23,39,24,0,0,0,4,0,0
"BT_2975",1393,1330,1349,3110,1070,892,856,2599,2616
"BT_2976",4685.113,6559.351,6605.432,304,118,240,103,269.019,119
"BT_2977",7150.795,7217.649,9953.284,243,94,106,297,308.981,127
"BT_2978",1524.687,1341.8,1548.904,403.718,158,102,314.108,280,270
"BT_2979",679.313,599.2,459.096,33.282,25,4,63.892,41,26
"BT_2980",272,207,234,55,22,9.023,218,89,35
"BT_2981",269.692,177,219.739,53,37,4,38,87,15
"BT_2982",71.308,45,119.261,29,0,0,13,6,0
"BT_2983",43,42,46,49,30,0,196,23,0
"BT_2984",117,101,70,34,33,0,20,0,0
"BT_2985",1,3,0,9,0,0,0,0,0
"BT_2986",32,4,6,0,0,0,0,0,0
"BT_2987",652.178,519.254,579.298,82.541,30,43.866,207.996,216.322,59
"BT_2988",406.961,289.573,368.714,186.459,12,56.134,300.178,319.196,171
"BT_2989",1012.861,907.173,1061.988,399,39,157,775.826,372.483,227
"BT_2990",818,592,628,207,85,24,116,61,177
"BT_2991",58,49,63,116,11,9,71,35,28
"BT_2992",45,46,58,8,0,0,22,31,0
"BT_2993",2,0,3,4,0,0,0,0,0
"BT_2994",13,10,14,0,0,0,5,0,0
"BT_2995",160,110,61,7,6,0,0,23,20
"BT_2996",3,10,5,0,0,0,32,0,0
"BT_2997",4227.594,3951.934,3618.917,251.146,188,60,300.002,169,81
"BT_2998",900.199,933.067,1002.954,321.854,57,36,412.778,249,83
"BT_2999",1361.229,1246.999,1427.129,250,49,157,571.22,223,113
"BT_3000",231.726,202.701,286.065,2,22,10,22,13,11
"BT_3001",3631.269,4318.299,4624.935,520,173,170,211,260,399
"BT_3002",171,102,143,2,8,18,16,10,0
"BT_3003",2405,2144,2575.112,563,66,181,1223,652,292
"BT_3004",4102,3559,3419.291,1042,363,175,455,662,732
"BT_3005",1917,1561,1521.709,66,32,18,49,46,9
"BT_3006",1457.111,1210,1063,68,100,19,25,120,18
"BT_3007",812.817,804.876,941,332,38,54,139,89,61
"BT_3008",254.183,322.124,335,21,0,0,26,25,23
"BT_3009",3325,4087,2912,1077,137,258,333,532,611
"BT_3010",290,350,393,269,41,71,126,251,115
"BT_3011",239,187,232,123,60,42,63,144,98
"BT_3012",267,232,265.435,149,130,99,55,100,62
"BT_3013",134,128,125.565,1,0,0,9,21,0
"BT_3014",14,14,6,0,0,0,0,0,0
"BT_3015",221,166,175,25,10,0,22,23,16
"BT_3016",13,9,15,7,8,0,11,0,3
"BT_3017",12,19,13,0,0,0,12,0,0
"BT_3018",9537.39,7776.116,7410.991,624,296,151,542,302,182
"BT_3019",2496,2577,2244,429,103,94,96,127,107
"BT_3020",822,953,638,320,76,119,61,82,121
"BT_3021",3225,3359.021,2911,1641,703,606,1082,1114,926
"BT_3022",0,0,0,0,0,0,0,0,0
"BT_3023",949,702,697,330,55,52,288,380,228
"BT_3024",361,439,378,130,53,77,84,93,41
"BT_3025",235,148,167,42,16,42,15,63,85
"BT_3026",26,30,34.158,14,8,9,5,13,3
"BT_3027",35,58,67.842,22,7,22,17,20,38
"BT_3028",124.006,120,111,16,0,12,19,11,0
"BT_3029",187,156,241,3,0,0,14,34,7
"BT_3030",100,59,98,23,5,0,11,19,13
"BT_3031",535,510,495,36,15,14,132,66,26
"BT_3032",1828.921,1672.898,2296.059,72,7,9,26,108,27
"BT_3033",16164.084,13316.83,14239.862,3904.004,1306,1090,1124,4388,2587
"BT_3034",5713.74,4763.456,5757.267,67.996,57,33,20,116,89
"BT_3035",4058.245,4078.817,5115.812,110,83,22,222,98,44
"BT_3036",454,454,617,64,29,22,59,69,0
"BT_3037",2377.219,1832.513,1935.546,70,28,18,80,56,79
"BT_3038",2247.781,1551.487,1670.454,144,86,73,121,170,78
"BT_3039",534,681,575,11,0,0,44,19,14
"BT_3040",570,478,621.354,97.678,55,15,57,62,24
"BT_3041",245,220,288.646,68.322,15,66,12,74,23
"BT_3042",152,102,124,53,11,0,20,37,38
"BT_3043",2015,1994,1543,438,236,311,203,230,253
"BT_3044",75,57,44,140,27,29,81,157,109
"BT_3045",182,193,169,65,10,0,0,8,9
"BT_3046",142,154,136.541,47,39,0,38,31,0
"BT_3047",45,64,45.459,72,28,13,11,15,31
"BT_3048",204,258,224,62,43,0,35,56,53
"BT_3049",1159,969,1082,242,129,87,108,189,97
"BT_3050",59,97,70,21,38,13,11,18,0
"BT_3051",1067.106,1036.151,985,111,75,44,74,141,24
"BT_3052",1105,843,1176.144,211,137,47,35,65,59
"BT_3053",3753.613,4856.737,5208.991,278,207,247,515,304.502,345
"BT_3054",56459.889,58354.569,56988.276,1842.466,928,757,1187.235,2282.498,1435
"BT_3055",6995.973,7817.571,9033.235,164.534,242,176,272.765,194,330
"BT_3056",105,86,114,61,0,13,26,0,0
"BT_3057",3144,3136,2906,2948,925,650,807,999,991
"BT_3058",1412,885,1005,280,247,131,534,196,86
"BT_3059",25,11,16,37,12,6,141,100,40
"BT_3060",31,44,28,19,8,0,0,26,0
"BT_3061",637,951,660,525,350,185,7,281,188
"BT_3062",18,38,29,14,0,13,10,0,0
"BT_3063",0,0,0,0,0,0,0,0,0
"BT_3064",12552.952,6954,8392,916,661,645,4272,1157,412
"BT_3065",464,417,428,89,29,44,30,114,12
"BT_3066",43341.761,33479.649,26855.047,4725,4337,3335,2600,3929,1567
"BT_3067",222.007,238,239,23,8,0,15,0,29
"BT_3069",785.343,989,877,39,9,27,30,56,92
"BT_3070",1125.941,1104.705,1345.119,39,11,12,47,103.187,0
"BT_3071",1301.363,1781.18,1898.306,106.347,39,49,50,66.813,156.988
"BT_3072",33024.383,45922.909,31800.152,5454.653,2073,2155,713,2704,2175.012
"BT_3073",2925,2804,2953,200,53,104,129,70,83
"BT_3074",2205.51,2200.086,2351.124,391.053,203.08,112,298.644,296.737,213.844
"BT_3075",1211.49,1158.914,1307.029,182.947,58.92,37,133.356,108.263,69.156
"BT_3076",0,1,0,0,0,0,0,0,0
"BT_3077",7216.898,8185.172,10408.983,834,357.613,176,100,497,326
"BT_3078",320.127,194,317.175,28,17.387,6,7,0,80
"BT_3079",8271.654,7903.761,8644.897,257,133,106,274,213,157
"BT_3080",1291256.175,1337163.564,1085371.721,17679,6563,6040,11409,15485,10081
"BT_3081",339.175,287.006,322,125,27,0,62,118,72
"BT_3082",7022.029,5955.981,7468,2945,969,654,1919,3649,2038
"BT_3083",1343.95,1703.937,1558.002,264,102,53,152,418,186
"BT_3084",3082.069,4014.307,3490.081,484,99,143,75,257,167
"BT_3085",1619,1465,1610,89,13,25,9,12,85
"BT_3086",556,642,479,151,82,123,57,162,187
"BT_3087",1375,1291,1221,904.917,150,91,89,591,446
"BT_3088",133,185,163,14.083,35,0,17,9,36
"BT_3089",135,134,143,76,16,13,9,83,42
"BT_3090",136,186,148,277,162,90,52,364,191
"BT_3091",1381.009,1457,1563,515,180,127,106,231,146
"BT_3092",236,196,227,38,33,0,10,89,40
"BT_3093",174,152,215.72,70,20,20,43,91,54
"BT_3094",59,75,45,67,0,52,16,61,40
"BT_3095",49,52,58.638,24,11,0,16,37,10
"BT_3096",127,140,148.362,154,48,27,29,74,86
"BT_3097",1746.3,1384.763,1716.885,196,70,75,199,204,139
"BT_3098",30.702,32.237,28.115,1,23,0,19,4,9
"BT_3099",25,21,31,26,0,0,14,11,17
"BT_3100",498,331.095,395,33,0,0,76,30,0
"BT_3101",421,319,293.618,180,71,89,113,119,60
"BT_3102",100,101,116.382,33,0,18,31,12,0
"BT_3103",491.594,350,409,225,89,38,158,373,142
"BT_3104",86.406,130,105.002,43,0,21,22,21,0
"BT_3105",17,21,34.469,9,0,0,0,20.788,15
"BT_3106",220.779,199,253.531,106,20,91.993,109,74.212,35
"BT_3107",220.221,198,153,115,23,34.007,40,89,69
"BT_3108",22,12,46,15,7,0,19,0,0
"BT_3109",386,394,422,522,70,87,158,155,137
"BT_3110",480.811,630,680,284,159,97,75,57,62
"BT_3111",286.68,302,361,24,6,6,9,0,0
"BT_3112",167.51,82,147,5,0,13,0,0,0
"BT_3113",4890,5492,5055,146,38,65,125,148,93
"BT_3114",7521.537,8699.094,7438,448,228,187,204,269,183
"BT_3115",1278,1412,1151,250,71,44,36,127,112
"BT_3116",5710.758,5533.957,6937.352,161,128,64,143,444,152
"BT_3117",6011.402,6870.718,6593.968,797.039,156,189,227.268,655,255
"BT_3118",15860.1,16763.293,15477.228,386.961,114,85,254.732,125,142
"BT_3119",225.002,243.588,292.148,10,11,0,10,19,35
"BT_3120",2703.998,2400.412,2893.861,168,53,64,71,162,65
"BT_3121",9386,7872,7925,1009,339,195,831,1122,732
"BT_3122",315.093,171.209,295.131,1,26,0,0,10,0
"BT_3123",805.914,779.791,858.869,159.889,52,38,32,155,68
"BT_3124",574,802,605,281.111,66,37,64,249,152
"BT_3125",3,0,6,0,0,0,0,0,0
"BT_3126",6694,8451,8775.779,957,195,203,321,509,494
"BT_3127",2772.912,2198.502,3142.529,69,17,48,48,83,42
"BT_3128",979.088,1163.498,899.155,31,0,9,0,0,0
"BT_3129",2271,1917,1664,1236,263,381,1370,1542,1237
"BT_3130",283.687,154,274,33,12,0,39,94,48
"BT_3131",162.313,160,171.124,39,13,31,16,0,43
"BT_3132",5199,4284,3453.77,1102,351,458,436,1018.95,863
"BT_3133",639,411,426.106,87,62,28,78,86.05,39
"BT_3134",438,534,404,150,59,84,148,157,76
"BT_3135",70,60,71,5,0,0,14,0,0
"BT_3136",20,35,14,3,0,0,10,8,0
"BT_3137",4,0,1,0,0,0,0,20,0
"BT_3138",36358.026,14988.648,20488,12949,1625,1608,93761,7883,3986
"BT_3139",162,41,111,9,0,4,27,0,14
"BT_3140",379,339,327,169,83,52,100,16,71
"BT_3141",103,134,79,29,7,24,73,0,0
"BT_3142",19,15,6,4,0,0,16,11,0
"BT_3143",72,51,84,75,32,26,167,86,30
"BT_3144",74,47,53,74,8,14,73,65,70
"BT_3145",153.988,226,277.004,122.286,59,88,92.352,97,77
"BT_3146",9266.873,9025.886,7913.049,1151.739,453,491,693.432,884,363
"BT_3147",5726.225,4492.038,5281.431,279.975,122,138,477.216,769,554
"BT_3148",168088.403,141231.5,122397.484,3445,1211,1506,1746,2729,2423
"BT_3149",1723.182,1410,1462.87,184,7,4,39,37,0
"BT_3150",70259.536,60009.882,51230.666,68912,20905,11636,5084,31819,12996
"BT_3151",1572.004,1549.58,1611.415,268,100,114,163.024,173,172
"BT_3152",4172.149,4170.441,4054.612,1591.715,420,369,524.976,1091,899
"BT_3153",212.847,195.979,208.162,184.285,50,68,115,55,45
"BT_3154",58,42,35,17,0,13,99,8,0
"BT_3155",161,123,168,398,165,176,487,98,67
"BT_3156",91.462,96.881,114.506,200,49,12,140,56,11
"BT_3157",73.538,63.119,89.494,82,22,25,6,1,30
"BT_3158",218.628,139,185.42,183,26,35,124,207,114
"BT_3159",27.372,16,42.58,61,4,0,113,55,17
"BT_3160",1010,1094,933,429,98,115,418,283,212
"BT_3161",9,9,27,5,0,0,5,0,19
"BT_3162",39,10,24,29,0,0,37,0,0
"BT_3163",169,151,203,18,0,1,29,35,13
"BT_3164",18791.815,20670.374,16340.564,2478,701,697,801,1952,1440
"BT_3165",2095.674,2510,2137.823,594,101,192,133,116,102
"BT_3166",859,700,709,114,26,34,9,0,0
"BT_3167",5026.933,3539.125,3387.454,101,25,43,152,50,8
"BT_3168",848.18,980.875,1058.546,54,24,33,6,22,27
"BT_3169",8742.538,7258,6826,3073,1333,1227,1286,2666,1764
"BT_3170",1214,1027,980,504,233,153,156,107,62
"BT_3171",54,25,35,43,14,37,5,8,8
"BT_3172",835,555,778,363,207,31,218,180,90
"BT_3173",41,47,50,12,0,0,19,56,27
"BT_3174",2747,2279,2227,319,121,122,403,172,207
"BT_3175",76,61,66,5,0,11,32,37,14
"BT_3176",194,237,209,113,30,52,49,14,15
"BT_3177",25,9,24,4,0,0,0,0,0
"BT_3178",3276.454,2448.681,2387.249,882.951,496,384,120,1015.986,636
"BT_3179",6649.405,6189.261,5671.751,2411.049,954,724,568,1632.014,1344
"BT_3180",282.141,200.058,216,63,35,50,60,65,151
"BT_3181",1856,2431,2424,212,60,111,97,159,115
"BT_3182",39897.22,39954.187,39094,2165,737,581,1357,2845,1845
"BT_3183",2946.875,1537.01,1817.021,96.144,37,37,277,167,34.284
"BT_3184",13087.223,14142.036,13704.979,2248.856,949,694,582,1286,706.716
"BT_3185",486.826,511.077,486.586,27,5,28,41.999,4,11
"BT_3186",3424.854,3699.915,3490.287,571.687,196.007,251,168.485,461.769,457
"BT_3187",4116.707,4604.813,4205.116,799.313,254.993,233,225.532,637.231,732
"BT_3188",971.521,1059.724,1137.389,547,280,91,144,374.918,327
"BT_3189",370.82,359.328,408.453,212,85,13,78.994,73.082,38
"BT_3190",169.41,148.117,152.246,43.929,4,21,39.006,46,24
"BT_3191",641,907.831,700,537.071,126,93,46,429,444
"BT_3192",336.561,311.389,369.202,39,36,12,24.663,69,35
"BT_3193",7118.929,6996.463,7381.306,448,345,206,390.337,525,426
"BT_3193a",1937.008,2151.148,2405.492,256,153,72,187,133,97
"BT_3194",29,19,13,9,0,0,0,0,22
"BT_3195",61570.845,64178.986,45023.958,6378,1588,2079,4331,2518,3118
"BT_3196",319,357,362,111,79,40,156,171,158
"BT_3197",114,86.204,103,42,31,48,126.198,97,12
"BT_3198",1053,1238.796,896,782,192,181,528.802,260,241
"BT_3199",1147.785,1300.017,854,2019,454,434,559,399,281
"BT_3200",298.215,333.983,274,102,52,30,264,66,150
"BT_3201",76,55,86,109,46,69,268,74,146
"BT_3202",4357.167,5845.46,5484.185,8946.522,2137.09,1382.728,782.467,1936.56,2069.578
"BT_3203",42,33.074,36.294,177.253,52,55,305.764,132.499,168.743
"BT_3204",213.179,293.696,227.837,251.488,120.811,41.272,9.501,6.511,0
"BT_3205",252.654,310.941,422.206,1110.976,330.099,249,412.265,361.429,340.678
"BT_3206",238,274.9,220.479,630.761,192,173,515.002,177,121
"BT_3207",25,28,55,232.764,58.962,127,277.16,117.838,90
"BT_3208",47,27,38,415.236,47.038,10,455.84,288.162,112
"BT_3209",15886.267,15581.266,15136.867,1866.435,370,378,1361.794,925.068,746.679
"BT_3210",5501.734,5852.708,6102.354,337.565,96,57,216.206,200.932,177.321
"BT_3211",250.559,191.37,279.962,37,9,0,20,0,0
"BT_3212",2326.62,2871.763,2964.962,132,25,23,34,93.37,81
"BT_3213",9564.594,11119.758,9517.273,154,34,9,70,102.63,28
"BT_3214",12386,14575.748,13895.007,1938.961,423,377,751.285,1344.41,1586.236
"BT_3215",13296.591,14243.733,10918.506,284.038,104,72,656.715,571.59,229.764
"BT_3216",222.839,244.985,296.364,3.001,8,0,4,5,10
"BT_3217",86.477,56.169,61.923,14,0,0,7,56,0
"BT_3218",141.523,123.831,114.077,56,0,15,68,32,0
"BT_3219",4085.155,4661,4889,263,111,142,448,370,249
"BT_3220",2781.295,1302.983,2016,360,45,112,3265,316,279
"BT_3221",2,1.017,1,0,0,0,16,0,0
"BT_3222",16,20,20,44,0,19,68,36,0
"BT_3223",55,32,56.062,14,0,0,29,30,7
"BT_3224",12357.077,9753.689,8827.451,752,256,348,205,1497,585
"BT_3225",228.922,359.311,262.487,6,6,5,21,8,0
"BT_3226",21166.22,15655.982,17263.453,1346,320,284,1645.511,1068,565
"BT_3227",4028.213,2407.495,2776.232,49,25,0,110.489,158,0
"BT_3228",381.601,336.585,384.142,33,0,13,24.734,0,8
"BT_3229",1980.724,2524.938,2108.525,128,55,41,71.266,40,50
"BT_3230",8883,10109,9275.839,1139,440,410,445,532,507
"BT_3231",6226.275,7612.26,6771.073,1325,629,326,340,792,724.783
"BT_3232",2422.877,2967.203,2956.642,438.017,175,273,148,310,497.217
"BT_3233",5806.176,4750.537,4679.803,223.983,257,66,224,410,232
"BT_3234",252,167,264,54,62,29,95,82,12
"BT_3235",318,346,290,26,11,19,38,26,45
"BT_3236",92,88,58,50,22,0,46,48,23
"BT_3237",12,12,12,0,13,0,27,0,7
"BT_3238",15,12,46,5,15,0,10,0,7
"BT_3239",159,155,155,36,32,18,48,22,51
"BT_3240",950.541,976,731,186,101,76,226,83,80
"BT_3241",149,172,137,32,0,0,39,50,54
"BT_3242",55.295,46.747,50.909,19,0,0,4,1,19
"BT_3243",60.705,82.253,71.091,41,10,16,33,48,0
"BT_3244",49.048,66,72,13,10,6,34,15,25
"BT_3245",112,91,109.997,7,0,14,10,26,18
"BT_3246",509,473.959,539.268,26,0,0,33,6,6
"BT_3247",19174.003,20766.724,20367.417,384,165,300,242,308,219
"BT_3248",249.531,231.228,318,5,18,0,0,11,26
"BT_3249",1552.083,1955.772,2191.529,27,31,38,25,19,16
"BT_3250",453.386,466.848,582.763,9,0,12,0,0,30
"BT_3251",152.356,219.156,220.36,9,0,0,8,0,0
"BT_3252",2474.644,2049.865,2368.015,82,34,14,23,8,46
"BT_3253",3275.814,2905.468,2844.45,65,31,13,26,97,0
"BT_3254",4761.385,4860.815,5149.883,163,141,70,223,220,49
"BT_3255",5555.56,6334.769,6243.039,158,28,46,23,246,87
"BT_3256",3386.83,3323.231,4389.961,99,88,57,122,202,103
"BT_3257",4884.998,4994,4600.038,2326,639,444,1287,1050,909
"BT_3258",610,838,620,299,112,85,173,111,86
"BT_3259",302,231,272,14177.688,6388,5873,41868,26163,11606
"BT_3260",5126,5931.179,6686.016,585,221,371,298,724,541
"BT_3261",6771,6108.001,6686,446,124,103,174,227,174
"BT_3262",885,702,895,58,29,0,18,4,20
"BT_3263",4788.484,4432.575,4666.711,840,323,358,349,828,638
"BT_3264",665.59,440.715,719.196,56.187,33.402,1,26.67,21,27.152
"BT_3265",2245.926,2455.703,2758.494,426.813,183.598,78,136.33,257,132.848
"BT_3266",1408.001,1418,1517.015,507,185,59,159,315,232
"BT_3267",851.031,794.437,1043.456,86.914,72,79,78,92,73
"BT_3268",12885.047,13741.592,12272.549,1489.188,545,500,387,595,669
"BT_3269",5269.422,4884.007,5073,1212,1113,503,511,229,201
"BT_3270",476,547,628,896,327,258,453,221,189
"BT_3271",702,649,672,715,211,290,1035,342,378
"BT_3272",1462.024,1809.939,1481,1018,197,201,617.597,388,259
"BT_3273",68.868,58.816,81.998,62,0,31,170.601,81,20
"BT_3274",387.699,470.246,497.475,912,203,159,563.803,256.011,261
"BT_3275",725.74,830,966.979,180,166,98,252,168.989,185
"BT_3276",1194.694,1390,1377.548,513,66,100,334,154,232
"BT_3277",163,133,144,11,0,25,45,20,20
"BT_3278",69,99,87,98,47,37,79,53,42
"BT_3279",212,283,291,142,24,44,186,156,107
"BT_3280",43.921,96,63,33,0,6,49,15,0
"BT_3281",16.995,32,24,8,12,0,23,12,18
"BT_3282",260,270,231,135,41,12,711,206,113
"BT_3283",89.478,73.422,106.853,50,0,20,36,24,51
"BT_3284",738.562,780.578,723.147,69,66,31,65,141,39
"BT_3285",47900.607,56254.882,40390.351,24708.5,8202,7976,4740,18940,16664
"BT_3286",7404.673,9217.807,7158.557,2150.5,688,537,387,1670,1548
"BT_3287",5121.727,5293.966,5206.894,273,165,165,91,560,271
"BT_3288",1475.69,1820.455,1735.952,54,0,9,19,19,51
"BT_3289",4555.31,5369,5379.371,127,15,63,30,128,109
"BT_3290",429,468,429,35,36,16,35,0,0
"BT_3291",98,58,66,92,23,12,30,84,0
