"","GC124697","GC124698","GC124699","GC124700","GC124701","GC124702","GC124703","GC124704","GC124705","GC124706","GC124707","GC124708","GC124709","GC124710","GC124711"
"BT_0310",507.409,554,693.927,5576.381,5615.575,4697.809,751.24,577.002,642,113,275,203,29,77,97
"BT_0311",5218,3812.935,5662.183,123120.911,124512.932,130888.677,973,1060.496,1256.686,590,681,697,303,1169,577
"BT_0312",1310,2041.065,2175.817,14973.986,13516.095,16515.82,451,673.504,783.314,457,548,714,490,1269,690
"BT_0313",203,248,332,3715.241,2424,2902,199,170,160,7,51,115,51,269,133
"BT_0314",472,1045,1718,823,407,448,287,468,513,58,40,119,27,205,190
"BT_0315",14096,13680,22169.309,36799.764,30338.533,27502.019,5413,5635,9070,671,778,994,206,966,457
"BT_0316",7228.003,4133,7568.134,9077.236,8257,7813.441,2363,1914,3243,4477,3778,6842,1682,8926,3903
"BT_0317",984,1562,2684.964,3339,2730,3457,3345,4615,8405,483,529,588,337,2054,1119
"BT_0318",38,85,111,211,94,84,344,300.481,448,146,91,256,192,784,541
"BT_0319",2,6,6,13,2,5,35,56.519,47,0,24,11,45,264,117
"BT_0320",361,806.705,1104.601,775.542,454.706,589.185,421.673,556.241,434.644,567,663,1604,814,3644.977,1750
"BT_0321",83,564.295,988.679,682.458,337.294,390.815,237.327,405.759,506.356,50,30,150,43,688.023,303
"BT_0322",11737,8661.635,11342.952,23143.75,20911.056,22134.999,5544.751,6530,7107,1584,1975,2067,713,3396,1473.747
"BT_0323",5740,2917.365,4201.569,8138.718,9184.992,10010.828,1599.359,3316.37,4120.956,931,1050,1678,607,2846,1695.253
"BT_0324",140,235.985,502.876,660.471,386.008,458.281,1561.929,2354.491,3983.754,72,113,110,70,280,262
"BT_0325",359,659.015,1050.008,842.112,606,880,6037.962,9613.881,13109.32,666,1100,1588,538,2837,1605
"BT_0326",384,954,2037.002,1954,1219,2236,8834,23956.257,25222.971,1184,1543,2373,709,3486,2049
"BT_0327",1657.957,1945.875,2546.555,2020.447,1531.208,1905.25,134,245,163,180,115,162,126,660.8,298
"BT_0328",21865.106,17987.125,23333.351,29626.987,28934.887,35266.75,6998,13355,7467,3115,4426,5249,449,3068.2,1609
"BT_0329",1173,2350.748,2800.961,2707.859,1250.407,1552.468,163,304,281,157,314,698,188,1196,408
"BT_0330",7566,7826.252,8331.19,8787.691,6919.318,8690.532,500,1038,715,326,332,502,154,1092,396
"BT_0331",7212,10370,11436.386,12821.507,7620,9621.413,728,1317.004,1296,287,522,810,279,1203,532
"BT_0332",85,173,547.261,571.493,223,314.265,64,47.996,92,7,0,10,0,22,5
"BT_0333",375.983,1012.028,2163.964,1594.855,791.049,1396.003,233.762,368.015,382.394,55,44,50,40,29,19
"BT_0334",655.017,1427.972,4341.175,8137.145,3672.951,4211.319,1597.238,1209.986,2007.606,26,25,17,20,45,19
"BT_0335",721,1224,2450.039,2970.368,1896,2157.016,745,728,1335,90,104,29,56,64,11
"BT_0336",1133,721,1671.961,4971.632,5076,4189.984,2041,1674,2516,272,245,256,47,217,44
"BT_0337",379,342,466,661,564,687,33,66,110,10,26,0,0,18,0
"BT_0338",164,151,238,220,205,250,58,24,89,24,5,37,0,1,9
"BT_0339",80,54,101,139,145,154,26,70,66,0,9,7,0,9,9
"BT_0340",34,38,48,63,60,33,17,19,25,8,16,0,0,0,0
"BT_0341",51,15,37,58,47,46,3,8,17,0,0,0,0,14,0
"BT_0342",4,1,6,16,23,20,0,17,15,0,0,0,0,0,0
"BT_0343",26,19,8,80,42,51,83,196,189,33,44,11,0,68,21
"BT_0344",75,83,163.691,285.441,109.301,88.954,57,55,138,0,23,4,61,146,52
"BT_0345",336,213,469.309,902.559,856.699,678.046,201,110,169,154,111,219,1,341,159
"BT_0346",27172.235,17409.584,25960.239,10224.62,10465.562,11781.171,173,236,233,164,304.006,348,136,256,178
"BT_0347",26337.765,32804.372,34057.571,23727.38,16406.399,20242.829,1328,2455,2620,1008,1094.994,1306,309,1483,598
"BT_0348",42,33,91,49,44,57,22,40,28,24,0,0,0,0,15
"BT_0349",42,46,38,117,36,38,97,62,115,0,11,9,0,10,0
"BT_0350",1068,969,1114.179,731,794,841,174,305,302,49,124,132,11,172,68
"BT_0351",2314,2339,2512.026,3162.998,2588,2676,243,263,205,118,137,322,57,349,135
"BT_0352",403,402,445.459,288.002,190.311,204.113,35,40,27,75,53,96,5,44,24
"BT_0353",520,624.291,789.569,479.012,487.4,673.518,8,26,6,0,25,10,19,63,10
"BT_0354",509,687.827,722.782,503.501,369.935,513.687,14,13,20,0,0,12,0,8,5
"BT_0355",4606,3175.882,4470.968,6116.561,6071.096,5214.122,510,564,608,52,130,210,61,181,25
"BT_0356",1201,2487,2805.017,2234.959,1195.258,1484.58,374,769,909,35,37,72,6,128,51
"BT_0357",158.486,0,336.902,443.866,766.392,319.288,238.265,305,660,35,0,41,0,40,0
"BT_0358",29847.768,14864.952,19603.858,17028.666,18255.546,15997.886,1199,1437.949,1686.022,849,991,877,162,740,397
"BT_0359",5228.676,4181.01,4122.466,1494.127,1593.188,1933.229,0,404.594,171.214,0,26.632,233.086,0,110.917,155
"BT_0360",2,13,3,7,14,10,14,13,3,7,0,9,0,0,7
"BT_0361",4,0,2,7,2,0,5,6,12,0,0,0,0,6,0
"BT_0362",12,10,7,15,1,21,39,172,37,37,48,13,0,0,6
"BT_0363",1,5,5,6,5,8,0,0,13,0,0,28,0,0,0
"BT_0364",12,12,17,81,110,66,62,46,47,18,16,34,0,19,20
"BT_0365",24,43,60,86,57,118,26,22,11,0,0,0,0,0,15
"BT_0366",619,586,832,951,756,876,74,303,306,30,35,18,34,58,54
"BT_0367",5,8,11,23,25,24,24,14,3,8,0,0,0,0,0
"BT_0368",1988,868.359,1395.031,1250,1233,1280,144,337,321,91,63,77,0,84,28
"BT_0369",246,165.641,284,128,161,149,60,32,67,3,27,30,19,38,5
"BT_0370",5578.473,9653.446,10635.416,3337.66,2387.663,3134.512,97.595,178,140,377,460,675,717,1645.543,820.78
"BT_0371",3216.527,8664.434,9023.24,5019.341,3246.115,3383.488,144.405,100,226,103,157,257,199,1199.457,497.22
"BT_0372",14693,13815.12,19206.555,17840.999,14282.222,19098,2495,5314,4792,212,260,321,136,595,344
"BT_0373",5032,7265,13629,19290,11764,13039,2752,2775,3894,819,1020,1417,362,1966,888
"BT_0374",2442,4871,5472.238,4167,2389,3187,595,693,822,59,62,207,75,237,253
"BT_0375",370,408,482,552,479,456,36,85,159,21,38,10,0,134,85
"BT_0376",1289,972,2089.095,2534.807,2152.697,2340.06,603,653,874.553,34,50,67,29,80,68
"BT_0377",87.973,133.24,297.21,806.948,584.742,599.777,114.947,50.003,317.458,25,8,9.002,0,11,6
"BT_0378",885.551,686.323,953.288,1059.91,945.594,1096.482,182.06,263.576,291.001,120,68.75,145,0,124,120.584
"BT_0379",405.865,428.283,578.498,433.088,259.061,309.548,41,44,39,0,30,26,12,23,30
"BT_0380",143.308,220.242,293.176,212.006,230.305,279,32,29,34,2,7,21,0,73,0
"BT_0381",185,398,454.884,387.338,230.655,287.669,67,127,103.745,7,14,22,0,70,8
"BT_0382",136,355.328,356.165,181.662,89.345,106.37,18,23,35.255,0,10,0,0,49,8
"BT_0383",365,446.672,434.17,187,73,178.961,43,61,38,19,38,77,0,60,38
"BT_0384",51,81,151.554,164.611,53.326,42.981,21.363,33,59,0,10,8,0,0,6
"BT_0385",202,166,300.446,109.389,105.674,94.019,58.637,72,89,28,12,52,31,23,18
"BT_0386",683,399.779,593.105,459,434,503,60,65,72,26,18,42,0,44,15.046
"BT_0387",35,88.221,112.895,68.451,32,15,13,7,8,0,0,26,0,12,9.954
"BT_0388",97,32,294.78,281.549,416,331,78,43,133,11,3,18,0,0,0
"BT_0389",15,25,26.22,23,12,23,59,6,23,13,0,3,0,9,10
"BT_0390",108,75,124,77,50,44,21,35,68,0,18,17,0,0,10
"BT_0391",59,144,203,138,70,72,48,35,120,29,0,0,0,23,10
"BT_0392",152.458,237.994,280.703,231.068,141,143.813,22,35,51,0,23,0,0,43,6
"BT_0393",115.542,85.006,152.069,111.932,59,49.187,20,8,18.261,0,0,18,0,11,13
"BT_0394",885,262,389.228,730.211,827,677,337,290,199.739,100,112,122,0,40,17
"BT_0395",15,9,6,0,0,0,0,2,0,0,0,0,0,0,0
"BT_0396",24,95,128.405,193.197,146.227,111.129,93,81,183,0,0,5,0,17,18
"BT_0397",711,323,584.595,291.803,343.469,433.871,0,3,5,11,7,13,21,6,19
"BT_0398",88,109,192,119,68.304,80,6,13,49,0,0,0,16,11,20
"BT_0399",65,87,140.902,88,49,56,25,6,53,19,27,4,18,19,0
"BT_0400",142.534,214.969,192.21,82,24.027,48.048,15,4,31,32,25,0,46,44,29
"BT_0401",0,0,5,21,14,8,0,0,0,0,0,0,0,6,0
"BT_0402",18,11,35,11,4,23,30,4,2,0,0,0,9,0,4
"BT_0403",4,0,5,8,7,10,23,22,49,0,3,19,0,19,19
"BT_0404",34,46,35,37,19,18,24,49,74,0,0,55,57,263,184
"BT_0405",0,0,0,0,0,2,0,9,7,0,0,0,0,0,0
"BT_0406",65,274.196,177.02,119.004,72.685,168.999,102,121.011,176.73,54,31,101,26,235,87
"BT_0407",101647.346,30940.754,31145.22,167382.333,247240.216,267734.24,118999.49,209322.412,98275.677,48455.158,59247.532,85020.314,11724,63237.025,28268
"BT_0408",3385.654,2317.05,6605.036,26190.662,24175.357,29396.526,8039.51,13698.577,11021.592,2327.842,2904.468,3978.686,1002,7261.975,2818
"BT_0409",12432.112,11756.231,19030.24,61891.614,49538.394,54426.014,19655.995,21462.007,33902.73,6000,6391,7927,1878,8142,3782.906
"BT_0410",11076,11266.533,25095.819,24456.663,18294.697,21854.837,3571.005,5370.993,6678.27,1955,2870,4015,1835,7169,3433.094
"BT_0411",12573,8030.381,11888.714,36495.696,46543.899,37859.445,8526,7587,14633,566,386,492,84,308,207
"BT_0412",13901.276,12415.363,17290.837,16559.013,13777.815,13567.647,496.423,547.589,1211.4,297,356,421,126,793,444
"BT_0413",20789.724,13248.328,16829.947,18365.658,16684.166,16064.659,895.577,909.411,840.6,145,285,206,6,192,114
"BT_0414",7996,8102.993,12898.5,8439.58,6503.849,7433.002,287,409,447,129,143,174,16,175,77
"BT_0415",11127,12685.449,18127.567,16146.365,13731.855,12819.093,242,404,378,73,222,239,67,478.849,176
"BT_0416",7665,6666.677,8394.623,3945.682,3009.145,3934,98,88,178,54,54,129,35,325.151,143
"BT_0417",1490,2307.874,4641.046,1818.001,889,1061,103,90,89,117,89,208,76,307,159
"BT_0418",61044,90061.105,116853.711,63493,29660.178,36099.113,5159,5006,8006,4195,5417,8363,3279,13392,5381
"BT_0419",23291,16680.411,20825.036,10815.687,9275.18,10282.371,1437,1494,1443.318,322,437,582,154,552,164
"BT_0420",2712,4074.044,9103.985,10613.317,7605.048,7181.116,1531,1191,2262.508,154,243,238,31,298,145
"BT_0421",13662,18337.568,27406.34,24831.996,20592.09,22539.43,1454,1530,2754.306,492.196,589,708,369,1657,1014
"BT_0422",28819.07,44854.388,58688.03,58555.448,45065.617,43588.909,3203.597,3896,5546.617,1751.804,1846,3273.371,1202,5864,3069
"BT_0423",3044,12127,18297.242,8337.377,2505.369,3628.82,2453.403,2452,2926.42,799,929,1676.629,1126,6146,2428
"BT_0424",26225.165,18533.997,33210.713,3835.986,3246.745,4735.427,336,769.629,407.047,638,584.292,1619,428,3179,1466.64
"BT_0425",4100.835,9652.98,18226.554,2512.014,1050.255,1382.573,399,435.371,340.953,188,267.708,530,291,2188,996.36
"BT_0426",1749,1611,11911.984,9007,10037,11626.073,718,1083,1448,33,83,20,18,119,82
"BT_0427",1114,831,1446,168,144,167,16,15,22,18,23,55,0,239,61
"BT_0428",42774,17797,28294.71,15338,16032,20338,169.027,310,214,173,143,479,207,971.506,467
"BT_0429",1121,1788.196,2194.335,415.734,184.083,322.242,14.973,37,81,70,90,148,113,430.005,149
"BT_0430",10106.539,16649.804,20566.112,9058.266,6200.917,7199.758,1048,1684,1755,45,251,274,94,504.49,241
"BT_0431",1129,1561,1642.009,1119,639,853,74,183,183,18,11,0,0,53,11
"BT_0432",185,245,404,392,241,242,156,89,128,0,0,11,0,0,12
"BT_0433",9567,6116,9883.25,13344.547,14096,14495,1359,1567,1848,423,443,552,14,482,292
"BT_0434",196,767,1821.025,73,14,9,214,159,347,46,5,36,0,34,52
"BT_0435",338,195,378.437,74,130.323,102,32,42,58,16,35,16,21,16,4
"BT_0436",471.574,314.007,415.478,275.928,254.134,208.874,93,28,75.989,0,35,43,9,49,11
"BT_0437",60,43,79.996,27,41,35,18,3,15,0,0,7,0,0,12
"BT_0438",110,69,89,14,9,38,1,38,31,0,5,28,9,0,8
"BT_0439",439,180,248,482,727,611,140,136,224,21,75,60,0,43,21
"BT_0440",48,63,56.558,22,34,19,33,20,29,0,0,0,0,0,5
"BT_0441",20,28,75.442,103,43,57,9,7,47,0,0,0,0,7,4
"BT_0442",74,87,78,81,63,91,7,25,21,0,24,16,0,6,0
"BT_0443",2,9,10,1,3,1,0,3,0,0,0,0,0,0,0
"BT_0444",58,96,150.263,210.893,77,105,16,21,52,0,1,0,0,70,12
"BT_0445",1298,674,1000.737,1590.107,2516,2443,428,653,356,352,332,369,13,177,35
"BT_0446",65,47,51,121.002,103,101,5,11,19,0,0,0,0,0,0
"BT_0447",151,121,139,102,76,94,13,11,21,0,11,0,0,11,0
"BT_0448",89,62,102.004,14,36,25,31,11,16,0,0,0,0,6,0
"BT_0449",65,118,191.994,136,111,65,9,38,26,0,33,25,12,21,19
"BT_0450",91,149.543,204.003,79,58,55,26,27,52,17,0,14,0,46,48
"BT_0451",69,128.457,235,131,78,90,49,56,91.002,26,14,0,0,63,43
"BT_0452",288,201,406,655,665,677,233,293,468.998,155,124,151,32,162,70
"BT_0453",333,245,325,194,123,179,9,11,20,0,0,0,0,7,4
"BT_0454",61.426,27.993,52.065,1.072,5.543,25.126,6,7,11.011,19,7,8,0,11,0
"BT_0455",49805.825,25067.885,37611.666,17839.964,21071.729,22283.285,1918.91,5721.67,3227.035,568,847,915,72,239,196
"BT_0456",5894.871,5163.12,7713.917,1638.699,1543.445,1440.715,155.09,173.33,167.937,63,83,63,0,76,37
"BT_0457",2761.304,2497.995,4281.318,794.337,716.828,655,88,110,104.028,56,25,31,0,32,24
"BT_0458",20418.126,20082,26214.554,26573,21696,21414.142,2883,2615,3980,935,927,1018,176,915,357
"BT_0459",878,1362,2108.276,344,286,371,62,107,127,78,71,173,56,347,116
"BT_0460",866,994,1266.049,220,197,183,8,46,6,12,19,55,0,38,14
"BT_0461",887,836,1379.025,273,187,205,56,56,96,21,9,12,0,64,29
"BT_0462",5212,5407,6569.004,1190,1675,1887,84,85,127,17,44,14,29,37,58
"BT_0463",280,742,1322.492,470,344,383,71,69,129,19,26,12,0,76,26
"BT_0464",18,43,172.437,79.76,47.855,71,91,47.586,133,11,9,11,0,10,6
"BT_0465",20,76.448,107.197,142.24,49.145,26,115.326,39.414,145.549,12,0,8,0,30,29
"BT_0466",15,41.552,53.403,25,16,17,20.674,41,61.451,0,9,13,0,9,10
"BT_0467",40,26,79,89,28,23,81,13,84,11,9,10,19,28,8
"BT_0468",27,16,50,55,26,20,19,21,43,34,0,0,17,3,9
"BT_0469",26,33,33,28,47,15,30,18,42,24,10,16,0,4,0
"BT_0470",29,30,46,38,17,16,60,51,108,0,31,29,0,13,8
"BT_0471",22,38,43.002,48,26,33,59.507,19,105.911,6,21,9,0,16,5
"BT_0472",2,14,37.998,50,28,16,47.493,44,172.089,0,0,0,0,7,2
"BT_0473",13,24,31,36,9,15,43,34,54,0,7,20,0,31,9
"BT_0474",11,32,48,93,53,40,34,49,160,0,0,14,0,8,0
"BT_0475",0,12,21,82,16,8,14,16,48,13,0,0,0,1,2
"BT_0476",298,198,195.995,697.955,473,490,377,310,572,11,59,10,0,49,31
"BT_0477",1,0,10.75,23.707,0,5.212,1,4,70,0,0,0,0,12,17
"BT_0478",24,44,41.254,127.338,107,140.788,113,62,127,33,1,54,0,8,21
"BT_0479",27,16,34.81,11,5,4,17,5,8,23,0,17,0,0,16
"BT_0480",10,21,30.191,46,10,13,47,25,61,27,0,0,0,6,7
"BT_0481",10,14,13.321,40.906,20,15,5,0,49,0,0,0,12,39,6
"BT_0482",314,128,174.679,275.094,359,403,61,58,96,50,17,0,14,95,72
"BT_0483",2339,4071,3546.789,2233,1969,2801,133,332,413,100,33,84,23,235,201
"BT_0484",663,515,859.211,1262,1104,1106,110,218,229,42,70,30,33,38,68
"BT_0485",1191.315,965.756,2938,880,887.198,1035.769,234,377.999,450,66.602,152.125,96.403,30,218,228
"BT_0486",8572,9416,10721.31,12073.34,8405.84,9679.548,631,737,707,459,559,887,156,1619,864.111
"BT_0487",1225,2189,3154.69,5225,2381,2874.489,504,631,681,64,103,97,22,188,116.889
"BT_0488",7378,15131.49,19725.707,37730.835,13091.998,14578.041,1159,1168,2003,154,200,316,129,375,229
"BT_0489",18463,16086.51,19793.453,8661.182,4422.045,5049.278,261,184,164,257,302,382,178,507,327
"BT_0490",445,254,667,685,640,728,81,84,109,25,43,80,0,100,50
"BT_0491",261,308.339,647.623,495.165,237.424,263.907,19,40,29,41,44,12,12,85,4
"BT_0492",3172,1832.661,2292.634,1033.835,892.576,1195.118,15,58,26,0,39,31,0,87,42
"BT_0493",71913.06,27173.72,27783.367,12200.835,18339.683,19626.082,128,183,39,257,132,88,12,44,21
"BT_0494",18335.914,14533.28,19361.745,11759.983,10825.314,11821.892,83,109,85,59,90,95,11,66,45
"BT_0495",12306,11168.833,13803.776,9250.855,8118.003,9393.316,298,933,467,41,94,122,43,96,14
"BT_0496",3146,5077.585,7433.916,5105.263,3339,3819.74,62,78,85,11,45,32,0,59,23
"BT_0497",26079,12154,20353.97,24486.476,34314.01,30042.713,218,114,187,14,23,28,0,94,19
"BT_0498",11731,18506,24968.809,16972.406,12534.99,17400.23,1751,2559,3006,543,415,839,220,1222,570
"BT_0499",1780.315,1850.347,2784.423,4261,3368.049,3906,155,141,266,0,0,6,0,7,15
"BT_0500",7475.08,7803.473,13356.838,1838.987,1602.329,1433.336,25,108.244,103,16,0,28,0,14,4
"BT_0501",22114.378,11952.144,10580.059,1819.393,2549.41,2743.664,128,289.756,202,64,52,59,0,33,15
"BT_0502",6828.965,5374.036,7409.341,4107.62,3115.212,3073,1638.001,804,1754,1170,1338,1010,85,194,88
"BT_0503",1486,1348,1453.7,1153.008,1112,1064.961,130,194,197,32,3,12,0,81,0
"BT_0504",3867,3489,4322.155,19311.287,15330.077,16416.067,988,1437,1375,493,392,617,81,530,186
"BT_0505",56,125,202,202,46,47,55,33,28,0,11,15,0,0,0
"BT_0506",17304,15209,20129.858,1776,1819,1710,206,557,557,84,99,153,86,306,164
"BT_0507",1695,2026,2528.481,792,594,1301,102,270,218,36,87,233,65,614,211
"BT_0508",547,972,1528.209,711,379,469,51,46,77,0,0,42,0,11,0
"BT_0509",4569,2984,4156.311,4970.258,5645,4553.357,525,293,624,81,89,103,31,74,65
"BT_0510",578,1178.898,1451.261,844.071,719,738.035,247.084,450.873,765,210,218,246,391,2347,1557
"BT_0511",1564,1211.102,2849.916,2086.38,2404,2827.965,851.916,1699.127,1734,125,223,456,66,786,420
"BT_0512",421,364,451.521,157,119,84,15,25,30,24,23,31,21,45,42
"BT_0513",18.006,25,51.536,40,4,30,38,20,45,0,9,17,0,80,28
"BT_0514",154.994,269,585.943,532,192,270,290,369,700,28,14,55,0,123,148
"BT_0515",9434,7138,7784.876,5632.024,6410.061,7330.428,43,56,36,24,25,55,20,102,37
"BT_0516",42437.999,49266.162,81588.643,102995.562,90734.531,113937.13,2319.804,4693.551,2817.571,511,652,755,115,716,362
"BT_0517",941.001,2419.838,4242.001,3842.407,1812.524,2491.85,709.196,745.449,1016.429,12,46,39,22,261,104
"BT_0518",2965,4404,5704.006,1439,851,1294,134,170,124,197,176,326,172,480,216
"BT_0519",7960.992,11578.176,15356.802,48265.007,31759.258,29479.734,6796.451,5304.276,9152.187,730,1045,1020,450,1340.552,527
"BT_0520",19604.008,11853.824,20365.198,26861.523,23392.742,19331.9,1457.549,1404.724,2728.813,205,351,447,69,500.448,274
"BT_0521",181,176,427.013,178,130,114,15,67.803,38,62,10,3,0,70,29.422
"BT_0522",152,237,213.987,139.507,73,104,52,77.197,67.069,0,25,40,10,137,86.578
"BT_0523",553,1091.12,1178.66,919.781,434.101,438.281,330.162,500.733,971.94,184,85,74,30,324,154
"BT_0524",2296,1375.88,2149.039,2453.712,2020.899,1672.853,1504.838,826.267,1703.991,56,69,95,0,112,106
"BT_0525",13044,12733,27448.898,9820,7533,8053,289,293,355,60,73,174,48,456,247
"BT_0526",1528,1691,3097.289,697,519,615,153,112,253,15,26,34,9,46,50
"BT_0527",425,422,453,317,193,272,14,10,15,49,56,11,28,223,5
"BT_0528",191.95,225.878,276.908,109.542,92,114,4,16,3,0,28,54,30,166,38
"BT_0529",308.05,394.264,435.531,228.212,188,216,3,0,9,42,77,51,42,94,25
"BT_0530",396,559.554,823.697,335.247,276,286,32,36,45,58,26,58,13,91,67
"BT_0531",504,404.644,796.225,854,846,951,92,73,60,0,0,0,0,18,21
"BT_0532",289,1070.661,1440.233,387,288,337,11,41,13,12,14,70,23,24,16
"BT_0533",2161,2901,4070.407,5822,5584,6435,235,344,361,141,104,321,33,104,57
"BT_0534",1,0,0,9,8,5,0,0,0,0,0,5,0,0,0
"BT_0535",11202,12007.541,15440.255,33626,26918.164,30702.855,1177,1330,2036,666,644,1023,254,813,411
"BT_0536",67,149,283,132,131.222,68.076,51,15,20,12,0,7,0,29,24
"BT_0537",499,976,2000,984,631.778,883.924,167,258,536,50,13,35,0,23,22
"BT_0538",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BT_0539",17613,15902,16768.964,49420.129,47304,40330.188,1140,1119,1203,604,905,987,192,836,418
"BT_0540",366,274,215,1472,1180,1456.016,47,18,27,70,91,207,83,605,384.443
"BT_0541",178,291,252,1815,1096,1777.984,43,85,141,19,90,133,58,394,261.557
"BT_0542",3487,3333,3941,4572,4290,4097,599,731,879,314,516,506,122,634,348
"BT_0543",341,328,303,191,155,229.64,38,90,49,105,192,390,148,1093,416
"BT_0544",617,365,369.464,613,735,577.36,95,136,62,326,175,245,24,415,164
"BT_0545",57,73,145.536,39,26,57,0,11,0,0,0,11,14,63,32
"BT_0546",126,147,271,296,261,272.222,59,68,94,129,100,145,122,677,296
"BT_0547",718,930,1227.013,1773,1114,1684.778,312,235,324,253,390,798,296,1497,781
"BT_0548",91,456,634,949,341,480,58,120,96,72,118,199,127,407,165
"BT_0549",1262,437,1047,5051,6834,6785.997,282,182,259,73,100,46,29,121,71
"BT_0550",1036,2215,2676,7402.021,3445,4727.13,1339,2276,1997,734,671,1105,446,1281,557
"BT_0551",150,237,217,506,591,683,102,152,154,103,97,264,99,565,231
"BT_0552",288,369,314,445,373,403,60,32,18,122,156,149,36,438,170
"BT_0553",2008,2159,2072,3060.015,2893,3530,212,199,213,243,285,702,201,1173,527
"BT_0554",13889,15176.006,20612.96,15291.806,13436.193,14632.702,1813,2277.737,2319,1496,1444,1421,308,1154.735,709
"BT_0555",17259.362,14767.031,17880.484,26130.825,29389.309,26965.247,1968,1662.263,2176,302,432,422,116,622.755,206
"BT_0556",1914.638,3996.366,4475.789,2742.743,2076.693,2684.239,64,60,35,40,22,116,19,309.51,85
"BT_0557",22978,18594.596,21546.971,27282.625,26612.805,27390.97,3092,3447,3088,1750,1823,1988,642,2583,1111
"BT_0558",3441,5093,7818,9591,6148,6288.131,1268,1385,2071,456,524,821,139,637,353
"BT_0559",225,208,347,272,217,206,24,110,122,71,21,29,6,136,62
"BT_0560",423,692,1511,3902,3335.085,3471,403,418,667,63,83,173,0,89,62
"BT_0561",125,182,426,1051,903.559,885,319,318,585,90,102,83,19,154,31
"BT_0562",1779,863,1431,5806,7166.044,6003,1308,2102,1465,337,579,502,64,265,166
"BT_0563",1685,773.61,1051.783,2463,3193.397,2567,99,105,143,74,92,70,14,60,33
"BT_0564",157,130.39,223.217,397,308,306,50,24,67,41,21,23,15,100,45
"BT_0565",25,45,124.852,12305,7153,10592,484319.999,523549,479027,33787,36812,72627,25955,130319,55726
"BT_0566",19,57,81.148,27,6,5,7.818,22,42.316,15,4,52,70,235,139
"BT_0567",227,282.272,267.414,74,44,64,39.182,33,114.684,24,12,19,73,306,119.021
"BT_0568",166,270.728,389.586,108,65,99,52,85,59,7,16,21,33,197,113.979
"BT_0569",1223,1260,1949,373,244,266,117,145,174,44,45,106,0,85,10
"BT_0570",1912,2214,3002,10417,7153,8976.018,1164,2146,1796,588,864,1217,223,1571,712
"BT_0571",5789,9431,13461.822,7309,4384,5562.113,433,666,713,174,188,431,153,782,375
"BT_0572",47210,23464,29472.538,17296,18799,16225.908,1475,1314,1617,2320,2310,2400,322,1016,387
"BT_0573",6394.106,14803.645,25765.569,15780.786,8009.104,9993.797,3600,4149.352,4946.134,150,299,511,168,805.083,455
"BT_0574",14402.894,10760.355,23229.664,12862.776,9424.629,9724.203,358,530.648,495.866,417,373,691,200,919.917,367
"BT_0575",1363,1764,4051.722,3387.554,2650.267,2376,111,94,94,72,62,138,0,246,57
"BT_0576",1504,1514.336,2555.36,1660,1090.147,1348.009,51,71,24,49,43,189,31,315,124
"BT_0577",4280,7036.664,10737.096,5365,2302,3626.991,209,368,415,22,17,87,63,208,36
"BT_0578",6954,8342.826,11024.229,21575,14837.825,16480.757,2191,2277,3634,941,1002,1334,554,1963,893
"BT_0579",1000,825.44,1240.836,1337.761,1384.963,1719.78,58,83,60,17,31,94,60,224,82
"BT_0580",4121,6831.734,7945.273,3771.239,2124.212,2610.463,119,246,215,212,221,187,84,877,390
"BT_0581",526,415,1270,1115,1107,1277,918,1678,1331,349,423,853,472,1593,768
"BT_0582",88,130,299.211,197,92,169,327,384,551,49,16,0,11,30,11
"BT_0583",1158,1343,2033.789,2411,1464,1741,2576,2171,3410,1360,1662,2534,496,2090,1223
"BT_0584",669,643,828,5232,5099.51,5425,18237,15345,27646.275,2351,2642,3670,1027,6013,3779
"BT_0585",1592,1224,1826,7996,7414,8639,911,1625,1592.615,1568,1871,2638,795,3215,1811
"BT_0586",979,1107,2367,2555,2117,2023,838,711,1165,158,223,356,256,960,542
"BT_0587",6060,9700,15467.325,8741.563,6294,7086,1659,2190,3141,428,716,1066,243,1113,576
"BT_0588",8523,6034,6509.723,5542.437,5712,5269.181,128,123,110,49,56,13,0,30,6
"BT_0589",33991.845,30562.403,39814.214,20577.146,16778.724,19120.344,441,680.853,480,369,470,631,171,921,403
"BT_0590",58904.343,45565.482,62620.056,32227.561,27045.449,32438.706,1294,1393.147,2479,264,559,521,99,888,389
"BT_0591",26980,18934.324,21071.454,17341,16504,18214.003,760,1317,1232,597,752,798,132,1065,494
"BT_0592",0,21,37.082,6,0,3,0,0,0,0,0,0,14,0,5
"BT_0593",30,62,106.918,54,31,20,1,0,22,0,0,0,0,0,0
"BT_0594",2,10,13,2,1,3,1,0,7,11,0,0,0,0,0
"BT_0595",38,90,138,187,130,155,24,51,40,8,21,0,0,0,11
"BT_0596",1223.635,3398.411,6389.449,8524.713,3606.451,4458.914,2304.582,2386.727,3681.825,13,29,36,25.253,137,58
"BT_0597",966.393,850.349,1044.96,1151.41,752.717,852.249,259.81,191.542,408.511,0,45,97.998,13.747,78.511,30
