Rowname,Exp,Replicate,Mucin,Species.combi,T0h,T4h,T6h,T8h,T10h,T12h,T14h,T16h,T20h,T24h,T28h,T32h,T36h,T38h,T40h,T42h,T44h,T48h,T56h,T60h,T72h,T86h,T96h,T120h,T144h,T156h,T168h,T192h,T216h,T240h,T264h,T288h
BTRI_mucin_RNAseq_rep2_OD,BTRI_mucin_RNAseq,2,Yes,BT_RI,0.018,NA,0.111,NA,NA,0.904,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep3_OD,BTRI_mucin_RNAseq,3,Yes,BT_RI,0.013,NA,0.104,NA,NA,0.901,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep1_pH,BTRI_mucin_RNAseq,1,Yes,BT_RI,6.56,NA,6.43,NA,NA,5.55,NA,NA,NA,5.09,NA,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep2_pH,BTRI_mucin_RNAseq,2,Yes,BT_RI,6.56,NA,6.43,NA,NA,5.54,NA,NA,NA,5.13,NA,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep3_pH,BTRI_mucin_RNAseq,3,Yes,BT_RI,6.56,NA,6.43,NA,NA,5.54,NA,NA,NA,5.13,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep1_liquid_BTRI_activecount,BTRI_mucin_RNAseq,1,Yes,BT_RI,2004,NA,86052,NA,NA,1029315,NA,NA,NA,1472165,NA,NA,NA,NA,NA,NA,NA,1057280,NA,NA,NA,NA,NA,1080610,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep2_liquid_BTRI_activecount,BTRI_mucin_RNAseq,2,Yes,BT_RI,2493,NA,77325,NA,NA,1054310,NA,NA,NA,1484000,NA,NA,NA,NA,NA,NA,NA,989410,NA,NA,NA,NA,NA,1083635,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep3_liquid_BTRI_activecount,BTRI_mucin_RNAseq,3,Yes,BT_RI,2303,NA,78679,NA,NA,1037170,NA,NA,NA,1454200,NA,NA,NA,NA,NA,NA,NA,963200,NA,NA,NA,NA,NA,1072890,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep1_liquid_BT_activecount,BTRI_mucin_RNAseq,1,Yes,BT_RI,1278,NA,59217,NA,NA,887950,NA,NA,NA,1369355,NA,NA,NA,NA,NA,NA,NA,1055110,NA,NA,NA,NA,NA,1073085,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep2_liquid_BT_activecount,BTRI_mucin_RNAseq,2,Yes,BT_RI,1626,NA,54045,NA,NA,906470,NA,NA,NA,1387645,NA,NA,NA,NA,NA,NA,NA,987495,NA,NA,NA,NA,NA,1079545,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep3_liquid_BT_activecount,BTRI_mucin_RNAseq,3,Yes,BT_RI,1602,NA,55592,NA,NA,896035,NA,NA,NA,1327760,NA,NA,NA,NA,NA,NA,NA,961890,NA,NA,NA,NA,NA,1062705,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep1_liquid_RI_activecount,BTRI_mucin_RNAseq,1,Yes,BT_RI,726,NA,26835,NA,NA,141365,NA,NA,NA,102810,NA,NA,NA,NA,NA,NA,NA,2170,NA,NA,NA,NA,NA,7525,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep2_liquid_RI_activecount,BTRI_mucin_RNAseq,2,Yes,BT_RI,867,NA,23280,NA,NA,147840,NA,NA,NA,96355,NA,NA,NA,NA,NA,NA,NA,1915,NA,NA,NA,NA,NA,4090,NA,NA,NA,NA,NA,NA,NA,NA
BTRI_mucin_RNAseq_rep3_liquid_RI_activecount,BTRI_mucin_RNAseq,3,Yes,BT_RI,701,NA,23087,NA,NA,141135,NA,NA,NA,126440,NA,NA,NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,NA,10185,NA,NA,NA,NA,NA,NA,NA,NA
