,GC124661,GC124662,GC124663,GC124664,GC124665,GC124666,GC124667,GC124668,GC124669,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124697,GC124698,GC124699,GC124700,GC124701,GC124702,GC124703,GC124704,GC124705,GC124706,GC124707,GC124708,GC124709,GC124710,GC124711,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
BT_4636,2159.779,2788.306,2096.228,93,53,49,0,0,15,73,40,45,74,12,11,72,74,42,532,392,903.709,220,281,242,134,55,154.737,0,0,25,0,0,0,605,601,462,457,273,297,94,191,80,20,11,0,9,9,0
BT_4637,551,666.515,484.293,1000,706,1375,38,34,18,958,811,965.547,98,68,42,19,106,11,494,457,556.129,2330,2029,2116,48,127.21,146,34,42,41,41,80,68.805,486,639,607,1748.601,2436,2013,69,160.456,230.659,0,33,10,43,38,42
BT_4638,457,794.477,425.729,407,320,334,0,37,23,149,148,209.453,24,0,0,24,13,0,83,227,218.871,243,102,216,78,175.79,257,0,4,4,8,103,36.195,255,301,171,759.777,692.167,754,91,112.544,33.341,11,0,0,25,19,15
BT_4639,87,112.007,71,6,9,10,0,7,35,8,2,15,28,7,0,17,0,0,24,12,58.056,23,9,15,6,2,9,0,28,8,0,49,0,35,60,44,28.622,22.833,33,8,26,0,0,7,0,8,0,23
BT_4640,1574.735,2011.003,1780.483,450,429,391,18,7,20,96,103,117,32,19,0,46,62,15,394,778.996,1058.44,638,244,346,71.218,121,99,30,6,15,6,36,16,856,796,605,641,569,363,155,298.142,157.343,18,0,0,45,23,21
BT_4641,1342.728,1810.962,1085.506,126,142,92,47,48,12,81,54,92,205,44,12,325,75,52,196,102,501.553,289,211,249,263.782,233,338,14,46,35,0,27,9,222,359,269,702,441,377,373,617.858,450.657,25,3,30,29,56,40
BT_4642,68,68,43,57,71,47,55,32,0,71,74.108,83,155.535,74,31,44,32,23,15,26,61,91,43,74,78,116,287,17,5,28,7,75,42,30,35,52,134.105,166,145,349.038,326.205,389,74,11,0,67,11,44
BT_4643,363.927,316,407,365,182,266,154,148,128,408,507.89,341.832,883.465,299,215,257.913,360,110,152,134.563,265.713,574,408,445,636.997,613,964,146,118,191,96,271,136,176,247.42,198,650.895,738,499,1236.484,1456.795,1040,55,55,77,185,102,102
BT_4644,383.073,410,338,609,533,588,110,103,108,507,684.003,556.168,581.44,202,218,145.087,183,90,240,296.44,326.287,793.542,430,530,273.003,341,652,22,5,60,56,357,144,295,449.587,442,1062,970,772,873.478,1396.221,978.81,32,40,14,236,103,97
BT_4645,438,490,295,861,789,930,345,351,244,782.007,638,557,959.56,244,328,911.592,431,396,540,360.997,560,1024.458,990,1136,313,395,611,274,165,312,216,573,493,294,472.993,458,1895,1763,1258,786,889.779,784.19,296,252,177,708,313,484
BT_4646,1911.162,1607,1682.502,213,276,107,84,155,131,1420.993,890,882.995,52,22,48,897.408,129,68,342,188,2278,1329,2175,1900,129,168,168,71,106,128,36,73,57,516,2185,1711,3716,2726,1785,29,21,45,24,34,0,119,110,114
BT_4647,325,307.331,387,14322,10457,15262.931,35482,37957,23773,16771.858,17857.25,17317.948,211118.773,90032.568,77165,126701.229,50746.183,36234,130,280.178,590,11749.55,6716,9608.275,148105.591,187564.789,235612.877,7429,8371,9395,3909,15722,7521,202,241,217.22,14982.045,16542,12761,330996.116,260901.156,281273.059,13332.883,12260.619,7719.825,32980.51,16136,17205.042
BT_4648,82,87.125,67.397,2451.344,2264.682,2319,2230.11,3087.325,2714.645,1289.822,1008.615,1365.025,14623.552,6326.071,5532.626,7184.739,3363.754,2670.341,36,52.822,105.363,1035.97,505.21,938.09,6676.898,10231.196,15661.93,525,931.682,1280,943.974,5678.047,2810.126,32.712,58.002,63.78,2260.126,1902.495,1530.4,20320.448,23010.072,19345.821,979.358,1018.493,901.058,12140.295,6166.352,6605.838
BT_4649,337,368.544,326.603,15503.672,17012.318,13216,7436.89,9451.675,9348.355,7868.637,7586.402,8605.387,43088.035,17127.036,14805.374,49009.032,29126.063,23155.659,123,283,472.651,9308.288,3321.868,5866.125,9461.512,16381.015,23621.206,2827,3221.318,5133,3637.026,19629.953,10378.874,284.288,356.998,304,12637.625,11089.505,8213.6,53672.146,90857.823,61020.008,7602.76,4476.888,6751.117,35259.195,18814.718,20758.985
BT_4650,994,1481.009,1068,11345.986,10669,12823,7593,9155,9699,11467,13334.098,11387,35255.552,12577.325,11458,20019,7778,9156,1318,1194,1391,11664.192,10279,10465.792,7841,8336,17653,3115,3941,4361,3577,15825,8863,1310,1907,1874,15383.662,16126,13211,39625.29,53386.806,39354.112,6350,4848,5384,16576,6842.929,8604.135
BT_4651,3694.011,4801.424,3658.125,4136,2795,3666,406,221,386,7042.035,7172,7719,1393,310,216,368,1228,648,1908,2543,3883.864,8344,5505,6146,615,661,891,291,221,373,126,248,96,2368,3695,3694,9986,13275,10007.75,975,1440,896,466,356,404,186,141,188
BT_4652,323,353.579,313.206,95,90,87,31,14,98,120.212,116,119,59,14,0,58,14,27,1074,699,1014.277,194,121.224,120,74,121,74,23,46,19,0,97,45,236,342,358.077,228,291,124,190,206.904,98,74,25,0,41,24,26
BT_4653,374,407.421,369.794,72,72,118,0,5,0,138.788,116,148,22,1,6,0,43,0,1633,917,1130.828,170,150.776,140,9,3,22,0,25,13,0,10,1,381,338,392.923,105,136,61,27.336,47.096,18,0,9,0,1,8,0
BT_4654,255,253,243,51,18,42,0,1,13,132,154,111,19,13,0,13,52,0,775,514,919.603,131,104,83,0,7,20,10,0,11,0,0,4,193,287,273,97,138,70,30.664,15,0,12,21,0,0,0,0
BT_4655,290,278,317,43,46,53,13,3,15,84,88,51,4,12,0,7,18,0,591,665,910.397,59,36,52,19,9,18,14,0,0,0,23,0,223,335,331.05,94,117,79,13,44,10,0,0,0,10,4,20
BT_4656,299,219,273,33,6,26,0,9,0,24,35,35,0,16,0,0,2,0,390,560,783.39,39,16,72,0,13,5,0,14,0,0,0,10,207,200,240,64,83,48,19,21,0,0,0,0,5,0,0
BT_4657,847.019,889,907.005,303,263,251,20,21,41,227,177,211,37,12,20,35,26,12,2127,2186.122,2445.115,313,256,242,49,58,95,13,11,30,27,186,48,606,754.571,934.453,382,382.322,277,87,178,130,0,4,36,16,7,1
BT_4658,348.981,419,426.995,187,124,146,9,12,46,127,108,101.962,10,0,0,3,0,0,257,804.878,833.494,111,57,130,5,36,33,0,8,13,18,18,36,253,350.429,437.547,209,208.678,179,18,12,0,0,0,0,21,11,13
BT_4659,636.145,605.596,550.334,60,49,72,6,24,11,44.364,29,33.03,8,20,7,0,11,0,549,798,1072.185,57,51,49,4,3,24,26,23,2,0,37,1,523,518.943,550.666,126.206,141,77,8,140,70,0,8,0,11,14,0
BT_4660,1527.09,1498.95,1523.453,137,187,202,9,28,0,142.636,112,199.007,69,11,34,52,35,22,1992,2603,3053.333,144,136,147,17,67,74,0,16,12,0,55,22,1138,1495.057,1380.334,311.794,292,264,53,116,70,0,22,10,24,2,24
BT_4661,968.142,1095.453,1145.66,78,107,78,16,18,0,62,35,73,57,9,9,32,0,0,820,1394.138,1667.431,102,43,64,44,14,76,0,22,0,0,17,20,825,993.343,1018.671,201.481,168,119,181,395,139,18,0,8,23,5,21
BT_4662,1932.027,2274.001,1825.554,109,85,79,18,24,0,95,74,112,62,15,20,33,17,57,1726,2115.862,2687.181,191,93,114,97,62,134,12,8,10,0,64,25,1308,1526.657,1717.362,409.519,468,287,175,305,182,0,6,0,22,19,13
BT_4663,87367.222,111554.373,91314.61,58946.963,48358.347,52002,656,878,750,58971.166,43144.44,42077.934,1661,620,623,1817,3002,1413,139995,79371.477,80158.672,64633.999,60279.705,68918,2243,3294,2601,771,872,967,137,436,241,124147.144,111871.443,115226.909,134252.502,127743.242,113786.458,4484,6605,4385,802,362,585.96,223,204,271
BT_4664,25236.445,27348.328,25961.558,15014.996,11376,18880,502,722,561,10293.96,11016.928,11967,385,234,215,133,264,401,22280,31303.504,28597.832,19201.251,12911,15934.709,822,1082,966,302,358,552,303,501,229,27307,33633.337,35503.451,6673,8719.04,6557,520,517,453,121,33,98,206,85,159
BT_4665,8335.97,12816.709,7174.983,8011.456,6543.482,9240,223,185,154,5894.223,6471.96,6548.228,144.366,70,120,108,230,72,10067.108,6906.135,6358.995,7787.796,8271.134,9241.575,274,299,361,182,72,105,0,157,120,5369,6842.38,6123.718,15275.159,15185.571,13398.296,310,326,185,56,58,63,64,27,50
BT_4666,1701.628,2159.331,1355.506,3259.544,2177.518,4010,243,210,222,6546.198,5338.04,4345.001,633.634,93,88,229,707,420,2241.892,1417.865,1685.005,7007.204,8522.866,8066.425,331,477,447,155,146,198,74,164,88,1292,1768.612,1696.282,4015.941,4392.429,3577.704,151,76,101,43,34,0,68,47,44
BT_4667,2757,2875.001,2536.993,492,394,502,35,36,12,980,863,1036,202,65,36,97,473,208,1501,1629.672,2367,789,642,792,67,122,98,10,7,85,7,25,0,2227,3067.293,2857,1301.558,1460,894.241,67,64,38,31,0,0,18,18,9
BT_4668,1566.833,1386.927,1404.021,213,177,187,14,12,0,244.358,260,314.301,5,38,0,8,18,0,903,882.328,1398.451,260.47,191,211,0,6,29,0,0,14,0,0,12,1255.412,1645.447,1601.264,291.442,355.123,283.759,3,19,0,0,0,0,2,0,0
BT_4669,4533.167,4407.168,4002.986,403,225,408,0,17,0,516.642,508,607.699,16,11,0,5,48,23,2888,2616,3801.691,592.53,632,689,5,14,47,0,6,32,0,24,24,2951.588,4115.26,4395.736,746.022,893.877,625,69,39,10,17,7,0,0,6,0
BT_4670,2208.472,2098.526,1947,292,195,224,0,12,37,452,311.998,418,17,0,0,10,11,0,587.123,1018,1349.356,364,264,395,36,33,7,22,0,0,0,0,0,1381,1821,1862,657,734,599,23,15,33,0,0,0,17,0,0
BT_4671,6761.371,7061.117,6144.11,415.002,420,347,37,33,0,371.403,513.002,505.556,83,8,12,52,16,19,3131,3763,4578.459,668.278,493,530.048,28,24,80,43,39,10,0,32,7,3854.945,4653.552,4781.24,960.404,919.11,718.709,93,146,29,47,11,22,25,12,6
BT_4672,368.305,411.883,340.369,31.998,37,55,0,0,0,12.597,12,16.444,0,0,0,4,0,0,28,150,157.167,54.722,27,41.952,2,0,0,0,0,0,0,0,0,131.055,81.443,98.76,76.596,73.89,57.291,0,0,0,0,0,0,0,0,0
BT_4673,3049,3542.048,3548,946,698,643,13,36,16,716,460,624,72,50,29,24,26,23,1576,1752,2515,949,617,766,148,169,180,16,0,5,8,106,38,2650,2663,2308,1825,1552,1265,173,253,278,14,0,0,27,13,18
BT_4674,7972.047,8533,7500.812,2867,2583,2401,928,1266,1098,3951,4390,3521,2430,998,562,4418,1666,1534,5110,4574,8420.251,6954,5434,5681,2228,2260,3040,989,1195,1281,232,1300,441,5720,8135,8801,4692,4363,3766,2101,3150.261,2141,756,551,602,535,336,335
BT_4675,837,898,830,246,232,246,181,221,280,505,394,388.007,166,31,38,216,34,41,1657,1353,2380.206,441,284,351,187,193,124,114,136,269,59,612,261,479,675,727,425,370,240,273,297.739,194,25,9,76,268,156,124
BT_4676,3765.77,6202.865,3121.852,31741.697,29139.206,24449.515,1074,1187,1260,25330.49,26081.769,23066.368,1497.001,491,694,1464.614,1818.41,1430,3891.651,2711.455,2833.934,31331.3,28335.772,32492.679,1527.006,1380.664,2425.875,2346,1800,2226,528,2104,1025,4037.432,5298.135,5108.388,60434.976,60780.132,49412.793,2130.726,3006.325,1938.172,809.094,675.078,766.368,917,496,808
BT_4677,2059.859,2374.026,2151.999,25116.303,20883.794,30353.32,3193,2690,2313,55846.846,66337.203,64548.916,3050.999,1131,956,2097.386,2598.59,2339,2426.349,2475.545,2956.124,40267.945,26551.227,29741.824,3160.994,2611.336,4039.125,1648,2095,2368,791,2291,1242,3147.75,5059.865,5287.612,55149.101,72948.928,54683.368,5584.274,6112.675,4504.828,4647.906,2396.922,3981.632,1953,1046,1670
BT_4678,11229.957,12629.018,10531.633,10042,8892,10372,2425,3052,2640,18404.181,17529.824,15668.82,10247,5518,4279,1555.911,16115,8394,20448,12534.721,14981.327,19451.997,19540,18670.582,5969,9599.195,9490,1762,2226,2472,314,1515,645,13922.068,16261.162,17470.503,11478.849,13235.003,10300.047,6648,6125,4605,941,559,803,600,225,466
BT_4679,4931.316,7754.501,5249.775,963,1046,1003,34,46,23,1075.56,1146.176,1682.388,41,50,41,72.089,27.698,37,1274,3347.279,3910.96,1054.003,503,825.418,115,173,146,42,1,15,37,127,64,3796.932,4988.357,4402.942,4164.151,4217.997,3609.953,127,184,145,15,13,0,32,36,21
BT_4680,5634,6014.23,5657.583,4876,4359,3645,267,407,383,5014,5093.058,5799.275,609,126,279,227,353.302,267,3037,4565,7272,8463,4525,5606,1437,1616,2349,273,226,343,52,804,309,6065,7826,7962,6637.992,7001,5348,2449,3214,2408,111,141,219,336,234,214
BT_4681,667.545,840,681.354,66,22,28,8,8,70,37,38,41,20,0,22,61,16,43,303,587,712.546,28,70,43,48,57,58,13,25,14,0,67,80,835.984,945.608,926.681,54,70,39.029,128,89.744,62,50,14,0,108,31,36
BT_4682,9940.773,12208.883,11584.647,1357,907,914,156,252,167,1088,873,1093,281,121,125,581,296,89,5271,7990,12476.544,3054,2669,3051,284,374,375,68,190,187,71,388,191,9771.016,11558.797,12010.586,2337,2344,1845.971,605,766.256,668,131,54,187,256,164,223
BT_4683,96.098,79,75,62,55,56,265,242,385,105,142,113,253.982,73,106,814,141,184,73,71,91,85,66,70,68,104,138,115,97,178,158,900,536,86,160,162.993,154,173,155,571.98,756.065,478,86,91,124,679.46,274,291.388
BT_4684,1481.914,1923,1995.88,2224,1656,1282,547,680,900,2220.274,1597,2004,3261.018,1181,626,2043,495,377,400,1065,1556,3999,3019,3614.285,1249,2339,3664,235,239,568,601,2036,1346,1627,2031,2021.007,9650,7799,6347,8612.02,11275.935,7803,263,249,251,1647.54,644,783.612
BT_4685,124,147,146,96,103,56,63,29,62,78,77,85,137,26,30,25,16,83,51,90,113,238,153,171.057,124,160,159,39,21,57,16,50,44,61,111,145,101,85,78,158,193,219,41,59,31,39,24,14
BT_4686,3,0,1,10,4,4,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,2.943,0,0,12,0,0,0,0,7,0,0,1,0,9,14,14,6,2,0,0,0,0,4,0,0
BT_4687,2,0,1,64,36,14,0,0,0,5,2,1,5,0,0,15,0,0,0,0,4,16,9,8,0,1,1,0,0,6,0,6,19,0,0,0,71,52,54,7,33,16,0,0,0,0,0,2
BT_4688,20,28.003,12,532.983,792,611,0,14,82,371.129,330,408,17,7,0,27,10,14,3,1,24,359,160.066,256,31,12,31,0,0,9,0,33,5,36,24,7,854.536,857,706.821,37,83,41,0,16,31,2,8,1
BT_4689,74.378,77.997,58,6817.017,5787,5927,73,155,133,4674.871,3393.102,4407,321,95,85,72,183,136,34,15,39,4411,4429.934,5045,89,245,306,17,5,40,0,130,65,41,55,59,10383.474,12089,9072.179,302,231,123,10,25,29,61,38,74
BT_4690,293,434,271.02,4297,3776.461,3264,321,408,399,5079,4911.144,4702,559,217,121,847,277,315,121,111,301,4738,4213,5469,670,992,1600,238,304,353,125,1322,517,221,402,395,10020,9331,6861,577,396,446,80,90,96,649,335,377
BT_4691,1839.996,2123.823,2001,573,547,468,37,13,50,375,452,481.791,88,23,14,65,28,49,285,773,1765.339,944.016,506,635,68,113,177,11,18,27,16,263,97,1288,1531.772,1479,1812,1412,1252,175,275.91,328,23,17,41,106,58,35
BT_4692,1516,1760.177,1694,390,339,324,291,163,282,346,384,450.209,298,72,118,364,163,171,671,1392,1886.661,503.984,366,383,157,166,287,49,30,115,402,1185,783,1428,1699.312,1705,881,902,758,507,738.09,623,167,113,86,474,247,178
BT_4693,296,354,294,5643,5499,4879.875,60,138,98,4005.758,4970.795,5307.27,240,175,125,61,147,186,174,293,408,5590.477,3714.994,4462.372,129,86,126,72,97,129,13,74,67,735,907.532,819.994,5784.245,4794.123,3778.849,121,104.324,104,68,47,32,74,73,70
BT_4694,1945.247,2079.195,1736,17315.758,16173.059,18814.915,1012.954,1223,882,18402.903,21947.695,20998.361,2633.468,787,1076.685,826.616,2385.004,1608.65,1517,1378,2453.105,25756.16,26207.059,22904.69,2322,2778,2886.804,414,550,790,47,720,314,2295,3365.004,3643.869,19364.063,19793.266,14601.507,3124.29,1542.676,1314,443,342,428,522.653,327,294
BT_4695,298.753,364.805,305,2668.242,2749.941,3347.21,120.046,131,247,3205.98,4155.703,3948.397,351.739,85,200.315,50.384,255.996,271.35,306,329,504.895,4126.96,2901.134,2895.939,179,106,115.196,96,153,217,34,496,68,524,733.638,793.138,2515.724,3008.611,2120.644,124.71,161,84,246,121,194,145.347,101,95
BT_4696,1064,1166,1128.817,1517,1097,1161,98,151,111,1611.072,1925,1872,697,317,185,264,348,367,603,624,1105,3510,3487,2749,379,294,481,78,69,78,48,106,64,813,1137,1157,2378,2535,1933,536,645,526,71,78,45,60,93,63
BT_4697,17597.592,23261.568,15756.048,6456.095,4416,4375,838,1444,1038,6356.286,6709.08,5208.598,5914.761,1861,1300,4915,1787.124,1680,8639.069,6109.906,10473.528,12631.122,15863.977,11895.533,2944,2241,4119,769,836,1165,133,851,422,8225,8240.862,7768.277,14751.323,11605.076,9095.123,3660.717,4375.163,2744,588.236,408,232,878,631,763
BT_4698,14938.907,15650.526,15526.936,22631.879,15529.864,29375.797,658,507,376,33363.442,42166.546,43840.346,1802.373,558,468,158,1052.876,832,18812.731,20164.916,18773.162,47644.954,30209.744,29315.818,1425,1111,1543.552,315,388,400,149,423,198,15704.109,19663.434,22117.71,42144.425,63084.069,47522.99,1932.695,1754.982,1316.383,450.764,347,286.891,176,80,134
BT_4699,12656.387,13797.955,12051.745,12110.439,9403.749,11799.141,528,674,681,14571.673,15646.838,15648.843,1871.002,918,978,800.614,1954.377,1476.405,9574.827,9847.119,15937.526,20757.345,16585.562,18225.999,1275,1673,2990.448,204,541,596,140,548,569,9623.839,15736.126,16421.841,23228.632,25909.303,19365.052,2078.06,2044.703,1613.617,344.318,165.057,290.109,632.287,378,437.997
BT_4700,6211.326,6770.092,6353.344,7928.578,5939.956,9089.062,288,231,229,5761.847,6534.745,6436.248,652.864,146,144,288.386,457.623,160.595,6092.528,6679.352,7250.83,8504.592,8133.371,9342.87,375,369.998,313.996,192,133,206,103,373,204,5811.645,8150.528,8319.805,10601.427,11964.334,9246.621,521.199,766.136,579,152.682,71.943,175,189.713,97,99.003
BT_4701,32269.32,34198.013,33544.884,45256.263,29900.111,58205,1155,1144,879,65912.007,69520.415,73083.318,2345.913,1137,1108,695,2906,2360,52647.397,38159.393,41949.681,71456.263,70057.321,69150.698,1254,2560.927,1337.004,920,1241,1268,208,805,316,32905.045,41051.867,47373.367,61875.432,77875.131,56497.103,1506,1220.362,1006,346,234,295,394,133,277
BT_4702,4779.855,4303.589,4617.921,4931.191,4564.32,5908.342,129,115,18,3367.488,3799.596,3910.056,71.087,26,90,44,121,64,3683.462,4363.481,5988.115,4105.813,2881.495,3609.199,13,63.651,74,6,18,44,0,121,104,3557.361,4982.198,5560.828,6940.449,7776.935,6060.425,173,154.654,49.52,0,12,0,47,12,30
BT_4703,4572.882,4947.719,4373.89,2341.265,1967,2417.658,26,48,32,3554.675,3752.116,3745.316,89.3,36,39,21,105,55.882,3674,3276.54,5881.851,4537.508,4019.189,4338.382,54,65.422,80,32,62,73,63,64,54,3286,6297.222,6398.971,5154.845,5185.244,3817.185,123,137.501,128.83,0,19,0,50,17,30
BT_4704,2860.796,2908.981,3005.715,1174,914,1188,42,30,107,1864.941,1798.208,1825.862,125.7,61,9,67,57,33.118,2713,2247,3721.714,2652.457,2723.631,2420.66,24,41.002,106,24,14,36,0,37,57,1882,2860.459,3154.84,2795.358,3085,2456.602,110,99.499,90.65,13,38,28,58,20,34
BT_4705,1510,1414,1758.631,347,204,304,100,53,18,152,164,149,164,57,98,82,80,32,712,656,1005,692,417,427,255,318,369,25,34,41,3,65,32,753,705,692,798,723,657,542,612,518,9,7,0,44,32,33
BT_4706,938,956,1121.156,157,128,182,56,123,85,395,254,362,563,268,186,119,526,304,440,469,1345.343,322,272,308,351,446,543,88,55,31,8,67,60,506,1032,1122,607,597,512,462,433,238,89,46,107,151,28,64
BT_4707,597,730,579,175,210,196,49,48,49,335.255,378,471,206,36.86,67,144,138.241,100,647,543,924,548,502,485,118,133,231,0,64,17,5,76,48,515,755.618,821,466,536,458,255,372.961,286.314,50,16,32,52,28,45
BT_4708,56,63,71,70,56,69,46,62,58,105.745,85,93,228,31.14,24,51,84.759,27,22,70,104,169,80,97,302,255,483,14,38,31,0,44,83,66,92.382,122,161,101,96,592,733.039,595.686,40,53,106,31,27,14
BT_4709,29,28.299,28,16,10,17,7,0,17,18,34,26.635,39,13,0,10,40,11,14,18,17,30,11,35,32,18,36,0,0,0,0,9.116,15,14,28,38.998,28,28,30,105.5,193,185.159,16,11,0,7,2,13
BT_4710,93.995,112.701,105,135,111,146,101,49,72,167,164,125.365,244,68,102,196,78,0,38,35,75,175,128,168,313,366,402,0,8,57,32,102.884,23,116,76,92.002,273.998,340,228,290.5,585,361.841,47,21,0,63,39,48
BT_4711,165.005,190,171,156,73,128,23,26,39,217,227,216,135,93,20,64,31,0,102,111,194,357,389,324,155,194,148,18,12,3,0,45,47,186,164,122,455.002,698,482,233,409,307,0,27,29,40,27,32
BT_4712,28,16,15,39,13,22,3,10,13,12,18,12,29,0,8,8,0,24,7,12,20,26,9,23,19,47,69,0,0,6,0,14,13,26,33,26,25,32,26,32,41,18.96,4,7,0,5,0,0
BT_4713,3367,3750,4369.842,929,829,940,105,109,121,1151.138,1057,1096,421,118,185,224,260,214,2100,3212,4297.09,1712,1484,1626,358,453,718,88,58,86,0,189,44,4581,4932,5384.012,1390,1518,1331,850,1352,877.04,52,34,100,80,75,54
BT_4714,926,872.001,839,1681,1140,1547,108,166,91,1094,984,726,147,32,50,103,71,71,4071,1498,1336.357,1270,1659,1582.003,328,313,219,80,65,155,34,143,73,1873,1431,1329,1404,1559,1096,293,161,156,38,40,105,94,57,60
BT_4715,97339.018,161060.253,75387.004,21513,20814.121,25556,113,198,83,121,159,318,150,33,42,55,167,58,11366,34145.811,42368.938,2173,1505,3863,5409,6957,11603,130,132,275,57,487,148,1234,1908,2105,220,343,345,179,458,347,0,29,28,263,168,181
BT_4716,1412,1355,1744,1166,963,1011,26,48,55,787,829.32,902,280,209,106,34,93,65,1995,1543,2289,1400,1266,1518.893,243,350,522,17,90,76,23,81,38,1549,2305.905,2318,2680,2726,1982,549,558,463,0,7,9,54,37,27
BT_4717,7113.463,8253.003,6965.658,1722,1205,1568,35,39,99,2916,2820,2678.014,1000,553,400,133,889,400,13164,7412,9643,2986,2983.778,2941,141,164,162,90,63,74,0,71,20,8737,9140.002,10116,2213,2488,2035,171,348,209,13,25,45,71,59,53
BT_4718,1501.001,1448,1718,1430,934,1178,851,1200,953,1928,2187.052,1871,1466,443,482,226,550,829,1142,1678,2881.653,3438,3248,3020,1940,2009,3550,754,910,1336,211,837,468,1738,2350.091,2410,3230,2901,2198,1709,2027,1148,350,219,438,264,177,292
BT_4719,1819,2226,1670,489,347,530,605,881,604,508,433,423,13919,12014,7873,3040,19848,7618,1320.119,913,1054,484,507,513,789,1189,1315,248,362,391,106,689,483,866,964,928,950,1057,921,3203,4356,3081,442,376,341,1598,947,1060
BT_4720,1882.107,2077,1728,959,776,873,255,363,308,1405,1675.28,1747,19224,6976,5090,267,1558,1360,613,1063,1873,1849,1280,1604,1559,1991,3234,88,112,121,0,315,182,1151,1786,1896,2499,2604,2205,5748,6113,4627,81,134,62,349,125,191
BT_4721,5057.535,5178.003,4533,3732,3004,3749,1085,1404,1337,4355.419,5334.323,4476,20937.914,9823,8683,2296,9434,7181,6940.038,5122,6362.235,5808,5029,5957,1345,2077,2879,537,531,695,269,1316,797,5058,6852,7439.072,5629.094,6552,4868,5197,6588,4827,856,965,910,1451,689,778
BT_4722,539,777.167,516.509,175,109,65,16,44,95,177.76,107,91,329.293,88.215,15,259,186,117,324,188,312,299,333,310,68,84,100,30,7,71,20,57,45,449,403,347,725.071,590,357,252,496.265,227.772,11,21,50,117,54,62
BT_4723,233,243.833,222.491,49,50,31,59,69,74,101.24,90,105,553.791,239.785,172,341,136,135,76,157,324,143,86,37,170,138,301,0,14,34,12,93,95,158,232,231,172.929,162,139,393,669.735,507.228,63,53,85,170,79,103
BT_4724,111,145,122,101,62,66,69,62,50,221.02,170,128,351,151,144,130,183,101,66,71,205,232,213,205,190,282,600,16,5,59,31,96,54,125,183,169,209,253,148,649,1098.192,679,79,27,122,75,39,47
BT_4725,32.388,15,19,22,28,18,11,14,13,41,50,40,43,18,24,26,48,1,7,36,42,19,27,25,6,32,57,21,5,11,0,14,6,41,39,46,40,61,37,108,145.808,66,0,15,0,25,10,2
BT_4726,64.612,58,53,92,80,81,56,80,70,136,149,129,491,242,95,154,348,272,60,61,86,91,91,99,207,178,214,37,34,70,35,70,50,96,102,79,188,271,134,427,382,441,82,74,58,122,40,48
